model,J,q_capacity,# consumers,method,success,beta1,fun_obj optimo,fun_obj,secuencialidad de elecciones,X_1,std_error_beta1,p_value_beta1
Sequential,10,11,100,l-bfgs-b,True,2.7984572439288784,182.68646970942754,184.06210590352595,"[8. 4. 8. 1. 8. 5. 6. 5. 5. 6. 3. 1. 5. 5. 6. 7. 5. 7. 3. 1. 4. 0. 6. 5.
 7. 5. 5. 5. 0. 3. 5. 6. 0. 0. 8. 9. 0. 8. 0. 7. 0. 0. 6. 0. 8. 0. 8. 0.
 8. 1. 7. 2. 7. 1. 7. 7. 6. 7. 2. 7. 7. 8. 4. 9. 8. 9. 6. 1. 4. 8. 6. 6.
 6. 4. 4. 1. 9. 1. 1. 3. 1. 4. 3. 3. 3. 9. 4. 2. 9. 9. 3. 2. 1. 3. 2. 2.
 9. 4. 4. 2.]","[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287 0.72724014
 0.67940052 0.4738457  0.44829582 0.01910695]",0.4904550580846304,1.157718831912291e-08
No Sequential,10,11,100,l-bfgs-b,True,0.39990731473218644,229.6896733729085,238.57045024568038,"[8. 4. 8. 1. 8. 5. 6. 5. 5. 6. 3. 1. 5. 5. 6. 7. 5. 7. 3. 1. 4. 0. 6. 5.
 7. 5. 5. 5. 0. 3. 5. 6. 0. 0. 8. 9. 0. 8. 0. 7. 0. 0. 6. 0. 8. 0. 8. 0.
 8. 1. 7. 2. 7. 1. 7. 7. 6. 7. 2. 7. 7. 8. 4. 9. 8. 9. 6. 1. 4. 8. 6. 6.
 6. 4. 4. 1. 9. 1. 1. 3. 1. 4. 3. 3. 3. 9. 4. 2. 9. 9. 3. 2. 1. 3. 2. 2.
 9. 4. 4. 2.]","[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287 0.72724014
 0.67940052 0.4738457  0.44829582 0.01910695]",0.374757175279618,0.28592194330561993
Sequential,10,11,100,l-bfgs-b,True,2.268830502240694,190.8998104179783,191.0669777306868,"[0. 0. 0. 8. 7. 5. 0. 4. 8. 2. 4. 0. 7. 5. 3. 0. 6. 6. 7. 6. 5. 2. 0. 9.
 8. 8. 6. 3. 6. 3. 7. 6. 5. 5. 8. 6. 5. 2. 7. 7. 2. 4. 5. 5. 5. 1. 0. 7.
 7. 8. 0. 6. 5. 3. 0. 0. 5. 3. 8. 8. 8. 4. 3. 7. 6. 7. 2. 3. 1. 8. 4. 7.
 6. 3. 9. 8. 6. 1. 3. 1. 2. 2. 1. 1. 3. 1. 3. 1. 1. 2. 9. 1. 1. 4. 2. 2.
 4. 4. 2. 4.]","[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287 0.72724014
 0.67940052 0.4738457  0.44829582 0.01910695]",0.4680026553323938,1.2477468929184e-06
No Sequential,10,11,100,l-bfgs-b,True,0.4537974009649996,229.52590144421112,237.80310115380556,"[0. 0. 0. 8. 7. 5. 0. 4. 8. 2. 4. 0. 7. 5. 3. 0. 6. 6. 7. 6. 5. 2. 0. 9.
 8. 8. 6. 3. 6. 3. 7. 6. 5. 5. 8. 6. 5. 2. 7. 7. 2. 4. 5. 5. 5. 1. 0. 7.
 7. 8. 0. 6. 5. 3. 0. 0. 5. 3. 8. 8. 8. 4. 3. 7. 6. 7. 2. 3. 1. 8. 4. 7.
 6. 3. 9. 8. 6. 1. 3. 1. 2. 2. 1. 1. 3. 1. 3. 1. 1. 2. 9. 1. 1. 4. 2. 2.
 4. 4. 2. 4.]","[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287 0.72724014
 0.67940052 0.4738457  0.44829582 0.01910695]",0.3748339110669646,0.2260247380180287
Sequential,10,11,100,l-bfgs-b,True,1.9137067264671022,198.2424869661605,198.26049182834177,"[7. 3. 8. 1. 4. 2. 9. 1. 9. 2. 6. 3. 7. 6. 5. 6. 6. 0. 0. 5. 8. 8. 9. 0.
 4. 4. 6. 5. 8. 8. 8. 2. 0. 8. 5. 5. 6. 7. 0. 0. 7. 6. 7. 3. 6. 0. 6. 6.
 5. 0. 6. 8. 2. 8. 1. 5. 4. 1. 5. 8. 5. 9. 0. 5. 7. 7. 0. 3. 5. 7. 0. 3.
 4. 7. 1. 8. 3. 7. 3. 7. 1. 3. 3. 2. 2. 1. 9. 3. 2. 4. 3. 9. 2. 9. 2. 2.
 9. 2. 4. 1.]","[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287 0.72724014
 0.67940052 0.4738457  0.44829582 0.01910695]",0.4538482619057756,2.4798875927878328e-05
No Sequential,10,11,100,l-bfgs-b,True,0.35814375067267756,229.80238495236955,239.16519493321715,"[7. 3. 8. 1. 4. 2. 9. 1. 9. 2. 6. 3. 7. 6. 5. 6. 6. 0. 0. 5. 8. 8. 9. 0.
 4. 4. 6. 5. 8. 8. 8. 2. 0. 8. 5. 5. 6. 7. 0. 0. 7. 6. 7. 3. 6. 0. 6. 6.
 5. 0. 6. 8. 2. 8. 1. 5. 4. 1. 5. 8. 5. 9. 0. 5. 7. 7. 0. 3. 5. 7. 0. 3.
 4. 7. 1. 8. 3. 7. 3. 7. 1. 3. 3. 2. 2. 1. 9. 3. 2. 4. 3. 9. 2. 9. 2. 2.
 9. 2. 4. 1.]","[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287 0.72724014
 0.67940052 0.4738457  0.44829582 0.01910695]",0.3747404920182969,0.33921807431181095
Sequential,10,11,100,l-bfgs-b,True,2.6456735095785437,187.73230003216028,188.58719622688844,"[8. 1. 0. 8. 5. 6. 6. 8. 3. 6. 6. 3. 8. 7. 6. 5. 0. 3. 0. 5. 0. 3. 5. 5.
 6. 7. 8. 0. 0. 5. 5. 1. 2. 8. 5. 8. 5. 6. 2. 0. 5. 5. 3. 6. 8. 7. 4. 0.
 8. 0. 1. 2. 4. 9. 4. 7. 0. 6. 0. 7. 6. 8. 6. 8. 7. 7. 1. 7. 4. 1. 7. 3.
 7. 1. 3. 3. 7. 2. 9. 4. 9. 9. 9. 9. 1. 2. 3. 4. 9. 1. 1. 9. 9. 3. 1. 1.
 9. 9. 2. 2.]","[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287 0.72724014
 0.67940052 0.4738457  0.44829582 0.01910695]",0.5024480209857342,1.3975765300600074e-07
No Sequential,10,11,100,l-bfgs-b,True,0.3771736852482258,229.7525820117888,238.89427364946712,"[8. 1. 0. 8. 5. 6. 6. 8. 3. 6. 6. 3. 8. 7. 6. 5. 0. 3. 0. 5. 0. 3. 5. 5.
 6. 7. 8. 0. 0. 5. 5. 1. 2. 8. 5. 8. 5. 6. 2. 0. 5. 5. 3. 6. 8. 7. 4. 0.
 8. 0. 1. 2. 4. 9. 4. 7. 0. 6. 0. 7. 6. 8. 6. 8. 7. 7. 1. 7. 4. 1. 7. 3.
 7. 1. 3. 3. 7. 2. 9. 4. 9. 9. 9. 9. 1. 2. 3. 4. 9. 1. 1. 9. 9. 3. 1. 1.
 9. 9. 2. 2.]","[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287 0.72724014
 0.67940052 0.4738457  0.44829582 0.01910695]",0.3747434613111116,0.3141823074740595
Sequential,10,11,100,l-bfgs-b,True,1.6980608094967895,194.89161567364636,195.1449893065508,"[5. 8. 8. 0. 5. 0. 1. 5. 9. 2. 5. 5. 7. 8. 4. 7. 1. 5. 5. 9. 7. 5. 7. 8.
 0. 5. 0. 0. 8. 7. 0. 8. 5. 8. 1. 7. 8. 6. 0. 1. 6. 6. 9. 6. 5. 7. 6. 7.
 0. 3. 8. 6. 1. 7. 6. 0. 0. 7. 8. 4. 8. 4. 7. 6. 0. 9. 4. 3. 9. 9. 2. 2.
 6. 9. 9. 9. 6. 1. 3. 1. 2. 1. 6. 2. 2. 3. 2. 9. 2. 9. 1. 4. 3. 2. 2. 2.
 3. 1. 3. 4.]","[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287 0.72724014
 0.67940052 0.4738457  0.44829582 0.01910695]",0.42271468392019956,5.893430594494653e-05
No Sequential,10,11,100,l-bfgs-b,True,0.28897669732842557,229.96174325024765,240.15022277393504,"[5. 8. 8. 0. 5. 0. 1. 5. 9. 2. 5. 5. 7. 8. 4. 7. 1. 5. 5. 9. 7. 5. 7. 8.
 0. 5. 0. 0. 8. 7. 0. 8. 5. 8. 1. 7. 8. 6. 0. 1. 6. 6. 9. 6. 5. 7. 6. 7.
 0. 3. 8. 6. 1. 7. 6. 0. 0. 7. 8. 4. 8. 4. 7. 6. 0. 9. 4. 3. 9. 9. 2. 2.
 6. 9. 9. 9. 6. 1. 3. 1. 2. 1. 6. 2. 2. 3. 2. 9. 2. 9. 1. 4. 3. 2. 2. 2.
 3. 1. 3. 4.]","[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287 0.72724014
 0.67940052 0.4738457  0.44829582 0.01910695]",0.3747950100757162,0.4406915208737672
