P_0,P_1,P_2,P_3,P_4,P_5
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.999997,3e-06,0.0,0.0,0.0,0.0
0.999997,3e-06,0.0,0.0,0.0,0.0
0.999992,8e-06,0.0,0.0,0.0,0.0
0.999986,1.4e-05,0.0,0.0,0.0,0.0
0.999977,2.3e-05,0.0,0.0,0.0,0.0
0.999954,4.6e-05,0.0,0.0,0.0,0.0
0.999923,7.7e-05,0.0,0.0,0.0,0.0
0.999882,0.000118,0.0,0.0,0.0,0.0
0.999818,0.000182,0.0,0.0,0.0,0.0
0.999721,0.000279,0.0,0.0,0.0,0.0
0.999595,0.000405,0.0,0.0,0.0,0.0
0.999441,0.000559,0.0,0.0,0.0,0.0
0.999212,0.000788,0.0,0.0,0.0,0.0
0.998925,0.001075,0.0,0.0,0.0,0.0
0.998528,0.001472,0.0,0.0,0.0,0.0
0.997981,0.002019,0.0,0.0,0.0,0.0
0.997321,0.002679,0.0,0.0,0.0,0.0
0.99657,0.00343,0.0,0.0,0.0,0.0
0.995581,0.004419,0.0,0.0,0.0,0.0
0.994317,0.005683,0.0,0.0,0.0,0.0
0.992723,0.007277,0.0,0.0,0.0,0.0
0.990758,0.009242,0.0,0.0,0.0,0.0
0.988452,0.011548,0.0,0.0,0.0,0.0
0.985747,0.014253,0.0,0.0,0.0,0.0
0.982574,0.017426,0.0,0.0,0.0,0.0
0.978749,0.021251,0.0,0.0,0.0,0.0
0.974078,0.025922,0.0,0.0,0.0,0.0
0.968875,0.031124,1e-06,0.0,0.0,0.0
0.962854,0.037144,2e-06,0.0,0.0,0.0
0.955788,0.044208,4e-06,0.0,0.0,0.0
0.948011,0.051982,7e-06,0.0,0.0,0.0
0.938977,0.061002,2.1e-05,0.0,0.0,0.0
0.928937,0.071017,4.6e-05,0.0,0.0,0.0
0.917702,0.082232,6.6e-05,0.0,0.0,0.0
0.905251,0.094624,0.000125,0.0,0.0,0.0
0.891353,0.108452,0.000195,0.0,0.0,0.0
0.876179,0.123518,0.000303,0.0,0.0,0.0
0.859565,0.13996,0.000475,0.0,0.0,0.0
0.841324,0.157956,0.00072,0.0,0.0,0.0
0.821729,0.177187,0.001084,0.0,0.0,0.0
0.800395,0.197986,0.001619,0.0,0.0,0.0
0.777719,0.219875,0.002406,0.0,0.0,0.0
0.753579,0.242951,0.00347,0.0,0.0,0.0
0.72774,0.267389,0.004871,0.0,0.0,0.0
0.700555,0.292665,0.00678,0.0,0.0,0.0
0.672016,0.318674,0.00931,0.0,0.0,0.0
0.641852,0.345524,0.012621,3e-06,0.0,0.0
0.610766,0.372344,0.016883,7e-06,0.0,0.0
0.578141,0.399606,0.022241,1.2e-05,0.0,0.0
0.545124,0.425791,0.029055,3e-05,0.0,0.0
0.511054,0.451415,0.037475,5.6e-05,0.0,0.0
0.476239,0.475933,0.047717,0.000111,0.0,0.0
0.441025,0.498411,0.060335,0.000229,0.0,0.0
0.406321,0.517534,0.075703,0.000442,0.0,0.0
0.37122,0.534474,0.093509,0.000797,0.0,0.0
0.336694,0.547589,0.11436,0.001357,0.0,0.0
0.302595,0.556541,0.138563,0.002301,0.0,0.0
0.269466,0.560834,0.165825,0.003875,0.0,0.0
