P_0,P_1,P_2,P_3,P_4,P_5
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.999996,4e-06,0.0,0.0,0.0,0.0
0.999989,1.1e-05,0.0,0.0,0.0,0.0
0.999974,2.6e-05,0.0,0.0,0.0,0.0
0.999957,4.3e-05,0.0,0.0,0.0,0.0
0.999927,7.3e-05,0.0,0.0,0.0,0.0
0.999887,0.000113,0.0,0.0,0.0,0.0
0.999811,0.000189,0.0,0.0,0.0,0.0
0.999706,0.000294,0.0,0.0,0.0,0.0
0.999558,0.000442,0.0,0.0,0.0,0.0
0.999337,0.000663,0.0,0.0,0.0,0.0
0.999054,0.000946,0.0,0.0,0.0,0.0
0.998688,0.001312,0.0,0.0,0.0,0.0
0.99816,0.00184,0.0,0.0,0.0,0.0
0.997415,0.002585,0.0,0.0,0.0,0.0
0.996446,0.003554,0.0,0.0,0.0,0.0
0.995228,0.004772,0.0,0.0,0.0,0.0
0.993713,0.006287,0.0,0.0,0.0,0.0
0.991835,0.008165,0.0,0.0,0.0,0.0
0.989445,0.010555,0.0,0.0,0.0,0.0
0.986569,0.013431,0.0,0.0,0.0,0.0
0.983085,0.016915,0.0,0.0,0.0,0.0
0.978728,0.021272,0.0,0.0,0.0,0.0
0.973738,0.026261,1e-06,0.0,0.0,0.0
0.967717,0.032279,4e-06,0.0,0.0,0.0
0.960749,0.039247,4e-06,0.0,0.0,0.0
0.952802,0.047184,1.4e-05,0.0,0.0,0.0
0.943648,0.056329,2.3e-05,0.0,0.0,0.0
0.93296,0.067002,3.8e-05,0.0,0.0,0.0
0.920981,0.078959,6e-05,0.0,0.0,0.0
0.9073,0.092598,0.000102,0.0,0.0,0.0
0.892243,0.107555,0.000202,0.0,0.0,0.0
0.875524,0.124142,0.000334,0.0,0.0,0.0
0.857142,0.142284,0.000574,0.0,0.0,0.0
0.837094,0.162014,0.000892,0.0,0.0,0.0
0.815133,0.183457,0.00141,0.0,0.0,0.0
0.791039,0.20677,0.002191,0.0,0.0,0.0
0.765103,0.23155,0.003347,0.0,0.0,0.0
0.737437,0.257698,0.004865,0.0,0.0,0.0
0.707684,0.285321,0.006994,1e-06,0.0,0.0
0.676205,0.313897,0.009896,2e-06,0.0,0.0
0.643287,0.342876,0.013832,5e-06,0.0,0.0
0.609127,0.372013,0.018848,1.2e-05,0.0,0.0
0.573527,0.401036,0.025416,2.1e-05,0.0,0.0
0.536628,0.429484,0.033848,4e-05,0.0,0.0
0.498731,0.456825,0.044353,9.1e-05,0.0,0.0
0.460103,0.482276,0.057417,0.000204,0.0,0.0
0.421136,0.505301,0.073151,0.000412,0.0,0.0
0.38238,0.524622,0.092192,0.000806,0.0,0.0
0.343898,0.540081,0.11456,0.001461,0.0,0.0
0.306067,0.550521,0.140865,0.002547,0.0,0.0
0.269449,0.555675,0.170631,0.004245,0.0,0.0
0.234225,0.554467,0.204326,0.006982,0.0,0.0
0.200901,0.546588,0.241241,0.01127,0.0,0.0
0.169784,0.531647,0.281113,0.017456,0.0,0.0
0.14104,0.510152,0.322244,0.026561,3e-06,0.0
0.115567,0.480807,0.364206,0.0394,2e-05,0.0
0.092578,0.445768,0.404732,0.056851,7.1e-05,0.0
0.072189,0.405628,0.441599,0.080352,0.000232,0.0
0.055198,0.360554,0.472831,0.110743,0.000674,0.0
0.040699,0.312905,0.495646,0.149024,0.001726,0.0
0.028983,0.264283,0.507048,0.195732,0.003954,0.0
0.019796,0.21608,0.505478,0.250115,0.008531,0.0
0.01285,0.170435,0.488436,0.311408,0.016871,0.0
0.007781,0.127921,0.456789,0.37575,0.031759,0.0
