P_0,P_1,P_2,P_3,P_4,P_5
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.999996,4e-06,0.0,0.0,0.0,0.0
0.999995,5e-06,0.0,0.0,0.0,0.0
0.99999,1e-05,0.0,0.0,0.0,0.0
0.999984,1.6e-05,0.0,0.0,0.0,0.0
0.999968,3.2e-05,0.0,0.0,0.0,0.0
0.999937,6.3e-05,0.0,0.0,0.0,0.0
0.999879,0.000121,0.0,0.0,0.0,0.0
0.999791,0.000209,0.0,0.0,0.0,0.0
0.999626,0.000374,0.0,0.0,0.0,0.0
0.999373,0.000627,0.0,0.0,0.0,0.0
0.998985,0.001015,0.0,0.0,0.0,0.0
0.998392,0.001608,0.0,0.0,0.0,0.0
0.997589,0.002411,0.0,0.0,0.0,0.0
0.996424,0.003576,0.0,0.0,0.0,0.0
0.994853,0.005147,0.0,0.0,0.0,0.0
0.99274,0.00726,0.0,0.0,0.0,0.0
0.989809,0.010191,0.0,0.0,0.0,0.0
0.986096,0.013904,0.0,0.0,0.0,0.0
0.981258,0.018742,0.0,0.0,0.0,0.0
0.975109,0.024891,0.0,0.0,0.0,0.0
0.967637,0.032363,0.0,0.0,0.0,0.0
0.958504,0.041496,0.0,0.0,0.0,0.0
0.947694,0.052306,0.0,0.0,0.0,0.0
0.934854,0.065146,0.0,0.0,0.0,0.0
0.919929,0.080071,0.0,0.0,0.0,0.0
0.902617,0.097383,0.0,0.0,0.0,0.0
0.882965,0.117035,0.0,0.0,0.0,0.0
0.861311,0.138689,0.0,0.0,0.0,0.0
0.837165,0.162835,0.0,0.0,0.0,0.0
0.81104,0.18896,0.0,0.0,0.0,0.0
0.783064,0.216936,0.0,0.0,0.0,0.0
0.75265,0.24735,0.0,0.0,0.0,0.0
0.7206,0.2794,0.0,0.0,0.0,0.0
0.686773,0.313227,0.0,0.0,0.0,0.0
0.651932,0.348068,0.0,0.0,0.0,0.0
0.616598,0.383402,0.0,0.0,0.0,0.0
0.580466,0.419534,0.0,0.0,0.0,0.0
0.543821,0.456179,0.0,0.0,0.0,0.0
0.506855,0.493145,0.0,0.0,0.0,0.0
0.47059,0.52941,0.0,0.0,0.0,0.0
0.435105,0.564895,0.0,0.0,0.0,0.0
0.40009,0.59991,0.0,0.0,0.0,0.0
0.366231,0.633769,0.0,0.0,0.0,0.0
0.3338,0.6662,0.0,0.0,0.0,0.0
0.303059,0.696941,0.0,0.0,0.0,0.0
0.273815,0.726185,0.0,0.0,0.0,0.0
0.246083,0.753917,0.0,0.0,0.0,0.0
0.220146,0.779854,0.0,0.0,0.0,0.0
