P_0,P_1,P_2,P_3,P_4,P_5
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.999999,1e-06,0.0,0.0,0.0,0.0
0.999997,3e-06,0.0,0.0,0.0,0.0
0.999988,1.2e-05,0.0,0.0,0.0,0.0
0.999961,3.9e-05,0.0,0.0,0.0,0.0
0.999893,0.000107,0.0,0.0,0.0,0.0
0.99968,0.00032,0.0,0.0,0.0,0.0
0.999288,0.000712,0.0,0.0,0.0,0.0
0.998493,0.001507,0.0,0.0,0.0,0.0
0.997078,0.002922,0.0,0.0,0.0,0.0
0.994637,0.005363,0.0,0.0,0.0,0.0
0.99084,0.00916,0.0,0.0,0.0,0.0
0.984861,0.015139,0.0,0.0,0.0,0.0
0.976371,0.023629,0.0,0.0,0.0,0.0
0.964947,0.035053,0.0,0.0,0.0,0.0
0.949447,0.050553,0.0,0.0,0.0,0.0
0.929887,0.070113,0.0,0.0,0.0,0.0
0.905761,0.094239,0.0,0.0,0.0,0.0
0.876723,0.123277,0.0,0.0,0.0,0.0
0.84332,0.15668,0.0,0.0,0.0,0.0
0.805187,0.194813,0.0,0.0,0.0,0.0
0.763165,0.236835,0.0,0.0,0.0,0.0
0.717849,0.282151,0.0,0.0,0.0,0.0
0.669808,0.330192,0.0,0.0,0.0,0.0
0.619923,0.380077,0.0,0.0,0.0,0.0
0.569159,0.430841,0.0,0.0,0.0,0.0
0.517891,0.482109,0.0,0.0,0.0,0.0
0.467758,0.532242,0.0,0.0,0.0,0.0
0.41852,0.58148,0.0,0.0,0.0,0.0
0.371679,0.628318,3e-06,0.0,0.0,0.0
0.327717,0.672278,5e-06,0.0,0.0,0.0
0.286325,0.713668,7e-06,0.0,0.0,0.0
0.248029,0.751953,1.8e-05,0.0,0.0,0.0
0.213423,0.786537,4e-05,0.0,0.0,0.0
0.182419,0.817502,7.9e-05,0.0,0.0,0.0
0.154554,0.845311,0.000135,0.0,0.0,0.0
0.13016,0.869607,0.000233,0.0,0.0,0.0
0.108971,0.890585,0.000444,0.0,0.0,0.0
0.090362,0.90889,0.000748,0.0,0.0,0.0
0.074553,0.924237,0.00121,0.0,0.0,0.0
0.061309,0.936805,0.001886,0.0,0.0,0.0
0.049986,0.947146,0.002868,0.0,0.0,0.0
0.040341,0.955448,0.004211,0.0,0.0,0.0
0.032427,0.961479,0.006094,0.0,0.0,0.0
0.025766,0.965474,0.00876,0.0,0.0,0.0
0.020332,0.967413,0.012255,0.0,0.0,0.0
0.016026,0.96695,0.017024,0.0,0.0,0.0
0.012451,0.96467,0.022878,1e-06,0.0,0.0
0.009646,0.96019,0.030162,2e-06,0.0,0.0
0.007406,0.953327,0.039261,6e-06,0.0,0.0
0.005657,0.943866,0.050465,1.2e-05,0.0,0.0
0.004244,0.932002,0.063727,2.7e-05,0.0,0.0
0.003174,0.91721,0.079557,5.9e-05,0.0,0.0
0.002376,0.899206,0.098284,0.000134,0.0,0.0
0.001746,0.87835,0.119604,0.0003,0.0,0.0
0.001279,0.853848,0.144291,0.000582,0.0,0.0
0.000938,0.825906,0.172045,0.001111,0.0,0.0
0.000661,0.794243,0.203002,0.002094,0.0,0.0
0.000458,0.759128,0.236852,0.003562,0.0,0.0
0.000321,0.721237,0.272499,0.005943,0.0,0.0
0.000226,0.67979,0.310353,0.009631,0.0,0.0
0.000152,0.635109,0.34968,0.015059,0.0,0.0
0.000105,0.587959,0.388962,0.022974,0.0,0.0
7e-05,0.53838,0.427742,0.033808,0.0,0.0
4.6e-05,0.487801,0.46344,0.048713,0.0,0.0
3e-05,0.436103,0.495908,0.067944,1.5e-05,0.0
1.9e-05,0.384199,0.522918,0.09281,5.4e-05,0.0
1.5e-05,0.333176,0.542756,0.123845,0.000208,0.0
8e-06,0.283283,0.554068,0.162048,0.000593,0.0
5e-06,0.236337,0.554833,0.207072,0.001753,0.0
2e-06,0.192877,0.54371,0.259094,0.004317,0.0
1e-06,0.153245,0.52135,0.315861,0.009543,0.0
0.0,0.118142,0.487254,0.375358,0.019246,0.0
0.0,0.087671,0.442583,0.434624,0.035122,0.0
0.0,0.062281,0.389362,0.487919,0.060438,0.0
0.0,0.041898,0.329242,0.531278,0.097582,0.0
0.0,0.026254,0.265655,0.558681,0.14941,0.0
0.0,0.014958,0.202036,0.564986,0.21802,0.0
0.0,0.007465,0.14218,0.545447,0.304908,0.0
0.0,0.00299,0.089444,0.496965,0.410601,0.0
