P_0,P_1,P_2,P_3,P_4,P_5
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.999999,1e-06,0.0,0.0,0.0,0.0
0.999996,4e-06,0.0,0.0,0.0,0.0
0.999995,5e-06,0.0,0.0,0.0,0.0
0.999992,8e-06,0.0,0.0,0.0,0.0
0.999973,2.7e-05,0.0,0.0,0.0,0.0
0.999953,4.7e-05,0.0,0.0,0.0,0.0
0.999929,7.1e-05,0.0,0.0,0.0,0.0
0.999885,0.000115,0.0,0.0,0.0,0.0
0.999808,0.000192,0.0,0.0,0.0,0.0
0.999709,0.000291,0.0,0.0,0.0,0.0
0.999546,0.000454,0.0,0.0,0.0,0.0
0.999333,0.000667,0.0,0.0,0.0,0.0
0.99901,0.00099,0.0,0.0,0.0,0.0
0.998578,0.001422,0.0,0.0,0.0,0.0
0.997925,0.002075,0.0,0.0,0.0,0.0
0.997093,0.002907,0.0,0.0,0.0,0.0
0.995976,0.004024,0.0,0.0,0.0,0.0
0.994469,0.005531,0.0,0.0,0.0,0.0
0.992558,0.007442,0.0,0.0,0.0,0.0
0.990051,0.009949,0.0,0.0,0.0,0.0
0.98695,0.01305,0.0,0.0,0.0,0.0
0.983013,0.016987,0.0,0.0,0.0,0.0
0.978142,0.021858,0.0,0.0,0.0,0.0
0.972358,0.027642,0.0,0.0,0.0,0.0
0.965429,0.034571,0.0,0.0,0.0,0.0
0.957116,0.042884,0.0,0.0,0.0,0.0
0.947331,0.052669,0.0,0.0,0.0,0.0
0.936274,0.063726,0.0,0.0,0.0,0.0
0.923395,0.076605,0.0,0.0,0.0,0.0
0.909013,0.090987,0.0,0.0,0.0,0.0
0.892853,0.107147,0.0,0.0,0.0,0.0
