P_0,P_1,P_2,P_3,P_4,P_5
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.999999,1e-06,0.0,0.0,0.0,0.0
0.999986,1.4e-05,0.0,0.0,0.0,0.0
0.999942,5.8e-05,0.0,0.0,0.0,0.0
0.999848,0.000152,0.0,0.0,0.0,0.0
0.99962,0.00038,0.0,0.0,0.0,0.0
0.999132,0.000868,0.0,0.0,0.0,0.0
0.998286,0.001714,0.0,0.0,0.0,0.0
0.996679,0.003321,0.0,0.0,0.0,0.0
0.994055,0.005945,0.0,0.0,0.0,0.0
0.990078,0.009922,0.0,0.0,0.0,0.0
0.984198,0.015802,0.0,0.0,0.0,0.0
0.975693,0.024307,0.0,0.0,0.0,0.0
0.964407,0.035593,0.0,0.0,0.0,0.0
0.949476,0.050524,0.0,0.0,0.0,0.0
0.930469,0.069531,0.0,0.0,0.0,0.0
0.907355,0.092645,0.0,0.0,0.0,0.0
0.879831,0.120169,0.0,0.0,0.0,0.0
0.847486,0.152514,0.0,0.0,0.0,0.0
0.811542,0.188458,0.0,0.0,0.0,0.0
0.771229,0.228771,0.0,0.0,0.0,0.0
0.727353,0.272647,0.0,0.0,0.0,0.0
0.68091,0.31909,0.0,0.0,0.0,0.0
0.632489,0.367511,0.0,0.0,0.0,0.0
0.582934,0.417066,0.0,0.0,0.0,0.0
0.533273,0.466727,0.0,0.0,0.0,0.0
0.484023,0.515977,0.0,0.0,0.0,0.0
0.435547,0.564452,1e-06,0.0,0.0,0.0
0.389077,0.610922,1e-06,0.0,0.0,0.0
0.344313,0.655685,2e-06,0.0,0.0,0.0
0.302513,0.697485,2e-06,0.0,0.0,0.0
0.263897,0.736093,1e-05,0.0,0.0,0.0
0.22823,0.771749,2.1e-05,0.0,0.0,0.0
0.196169,0.803788,4.3e-05,0.0,0.0,0.0
0.167486,0.832447,6.7e-05,0.0,0.0,0.0
0.141866,0.858018,0.000116,0.0,0.0,0.0
0.119167,0.880623,0.00021,0.0,0.0,0.0
0.099798,0.89983,0.000372,0.0,0.0,0.0
0.082945,0.916435,0.00062,0.0,0.0,0.0
0.068514,0.930488,0.000998,0.0,0.0,0.0
0.056126,0.94234,0.001534,0.0,0.0,0.0
0.045793,0.951842,0.002365,0.0,0.0,0.0
0.036978,0.959511,0.003511,0.0,0.0,0.0
0.029729,0.965243,0.005028,0.0,0.0,0.0
0.023761,0.969112,0.007127,0.0,0.0,0.0
0.018838,0.97132,0.009842,0.0,0.0,0.0
0.014842,0.971744,0.013414,0.0,0.0,0.0
0.01162,0.97048,0.0179,0.0,0.0,0.0
0.009018,0.967205,0.023777,0.0,0.0,0.0
0.006967,0.961871,0.031161,1e-06,0.0,0.0
0.005348,0.954562,0.040083,7e-06,0.0,0.0
0.0041,0.944979,0.050907,1.4e-05,0.0,0.0
0.003112,0.933138,0.063721,2.9e-05,0.0,0.0
0.002322,0.918431,0.079177,7e-05,0.0,0.0
0.001765,0.900858,0.097234,0.000143,0.0,0.0
0.001318,0.880446,0.117935,0.000301,0.0,0.0
0.000967,0.857116,0.141322,0.000595,0.0,0.0
0.000698,0.830441,0.167808,0.001053,0.0,0.0
0.000509,0.800772,0.196816,0.001903,0.0,0.0
0.000363,0.767483,0.228859,0.003295,0.0,0.0
0.000259,0.731043,0.263303,0.005395,0.0,0.0
0.000184,0.691627,0.29945,0.008739,0.0,0.0
0.000131,0.649052,0.33714,0.013677,0.0,0.0
9.5e-05,0.603895,0.375451,0.020559,0.0,0.0
6.1e-05,0.556828,0.413204,0.029907,0.0,0.0
4.3e-05,0.507984,0.449449,0.042523,1e-06,0.0
2.6e-05,0.458202,0.482064,0.059706,2e-06,0.0
1.5e-05,0.408074,0.510717,0.08117,2.4e-05,0.0
1e-05,0.358376,0.533018,0.108501,9.5e-05,0.0
8e-06,0.309397,0.548208,0.142042,0.000345,0.0
5e-06,0.262732,0.554039,0.182228,0.000996,0.0
3e-06,0.218549,0.550339,0.228511,0.002598,0.0
2e-06,0.177641,0.535431,0.280958,0.005968,0.0
2e-06,0.140511,0.509846,0.337309,0.012332,0.0
1e-06,0.107969,0.473153,0.395326,0.023551,0.0
1e-06,0.079658,0.427303,0.451404,0.041634,0.0
1e-06,0.056471,0.373036,0.501427,0.069065,0.0
