model,J,q_capacity,# consumers,method,success,beta1,fun_obj optimo,fun_obj,secuencialidad de elecciones,X_1,std_error_beta1,p_value_beta1
Sequential,100,2,100,l-bfgs-b,True,1.9146661074492692,445.01222188433854,445.01389806444564,"[35. 38.  7. 18. 71. 30. 48. 61. 10. 31. 76. 85. 30. 38. 91. 64. 19. 91.
 65. 79. 97. 10. 15. 85. 88.  1. 65. 22. 99. 29.  0. 50. 56. 31. 13. 14.
 74. 15.  5. 28. 17. 64. 21. 99. 75. 25.  5. 73. 87. 82. 16.  7. 24.  0.
 13. 63. 28. 42. 84. 83. 45. 88. 46. 26. 14. 12. 79. 89. 81. 56. 72. 63.
 86. 87. 92. 45. 77. 25. 12. 21. 18. 94.  3. 81.  9. 51. 41.  3. 55. 11.
 54. 55. 89. 23. 44. 60. 86. 35. 97. 76.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674 0.93814958 0.90061213
 0.99044439 0.91609216 0.9016574  0.86228783 0.80633854 0.91754357
 0.93394165 0.81449891 0.77388554 0.99022744 0.81294182 0.82054128
 0.94206348 0.94948085 0.8860093  0.84567691 0.84541274 0.82145685
 0.93506704 0.80974671 0.85943043 0.97088468 0.82232029 0.94612671
 0.93973841 0.85444635 0.80644219 0.85502453 0.76609092 0.89910817
 0.95933093 0.9731216  0.80013186 0.87559881 0.97384546 0.81398023
 0.96680809 0.75412198 0.88812424 0.88197635 0.9808376  0.81148711
 0.76600459 0.97552618 0.96850995 0.79091682 0.99993533 0.83670099
 0.82821954 0.96177601 0.97005778 0.91913966 0.76341879 0.88980344
 0.92362824 0.95604933 0.82785716 0.87630764 0.96225095 0.82337891
 0.91927989 0.8552266  0.92042818 0.805307   0.88724942 0.96221168
 0.93414173 0.87490565 0.84491625 0.9468802  0.79221733 0.89658965
 0.85780267 0.76547755 0.82236369 0.93353635 0.82216386 0.84759953
 0.90890433 0.95778721 0.82985525 0.7898062  0.92791605 0.96817716
 0.89828909 0.92367822 0.79330833 0.88293315]",1.4735770158998742,0.1938299387611011
No Sequential,100,2,100,l-bfgs-b,True,1.72089983510534,459.84258155684927,459.8601625497618,"[35. 38.  7. 18. 71. 30. 48. 61. 10. 31. 76. 85. 30. 38. 91. 64. 19. 91.
 65. 79. 97. 10. 15. 85. 88.  1. 65. 22. 99. 29.  0. 50. 56. 31. 13. 14.
 74. 15.  5. 28. 17. 64. 21. 99. 75. 25.  5. 73. 87. 82. 16.  7. 24.  0.
 13. 63. 28. 42. 84. 83. 45. 88. 46. 26. 14. 12. 79. 89. 81. 56. 72. 63.
 86. 87. 92. 45. 77. 25. 12. 21. 18. 94.  3. 81.  9. 51. 41.  3. 55. 11.
 54. 55. 89. 23. 44. 60. 86. 35. 97. 76.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674 0.93814958 0.90061213
 0.99044439 0.91609216 0.9016574  0.86228783 0.80633854 0.91754357
 0.93394165 0.81449891 0.77388554 0.99022744 0.81294182 0.82054128
 0.94206348 0.94948085 0.8860093  0.84567691 0.84541274 0.82145685
 0.93506704 0.80974671 0.85943043 0.97088468 0.82232029 0.94612671
 0.93973841 0.85444635 0.80644219 0.85502453 0.76609092 0.89910817
 0.95933093 0.9731216  0.80013186 0.87559881 0.97384546 0.81398023
 0.96680809 0.75412198 0.88812424 0.88197635 0.9808376  0.81148711
 0.76600459 0.97552618 0.96850995 0.79091682 0.99993533 0.83670099
 0.82821954 0.96177601 0.97005778 0.91913966 0.76341879 0.88980344
 0.92362824 0.95604933 0.82785716 0.87630764 0.96225095 0.82337891
 0.91927989 0.8552266  0.92042818 0.805307   0.88724942 0.96221168
 0.93414173 0.87490565 0.84491625 0.9468802  0.79221733 0.89658965
 0.85780267 0.76547755 0.82236369 0.93353635 0.82216386 0.84759953
 0.90890433 0.95778721 0.82985525 0.7898062  0.92791605 0.96817716
 0.89828909 0.92367822 0.79330833 0.88293315]",1.4873465176241305,0.247261396454852
Sequential,100,2,100,l-bfgs-b,True,1.470100475746492,447.479239668592,447.5427970869618,"[77.  8. 85. 94. 87. 48. 57. 16. 67. 65. 64. 48.  8. 63. 19. 72. 95. 43.
 36. 67. 37. 76. 73. 20. 29. 24.  1. 80.  4. 25. 18. 66. 77. 85. 29. 98.
 87. 27. 93. 41. 19. 59. 92.  6. 37. 23. 46. 28. 56. 12. 51. 78.  1. 93.
 65. 69. 97. 94. 22. 40. 76. 99. 83. 33. 90. 46.  7. 59. 90. 42. 31. 11.
 34. 47. 26. 99.  5. 30. 79.  6. 52. 51. 98. 52. 44. 64. 20. 18. 36. 28.
 95. 83. 74. 96. 56. 61. 61. 74. 58. 53.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674 0.93814958 0.90061213
 0.99044439 0.91609216 0.9016574  0.86228783 0.80633854 0.91754357
 0.93394165 0.81449891 0.77388554 0.99022744 0.81294182 0.82054128
 0.94206348 0.94948085 0.8860093  0.84567691 0.84541274 0.82145685
 0.93506704 0.80974671 0.85943043 0.97088468 0.82232029 0.94612671
 0.93973841 0.85444635 0.80644219 0.85502453 0.76609092 0.89910817
 0.95933093 0.9731216  0.80013186 0.87559881 0.97384546 0.81398023
 0.96680809 0.75412198 0.88812424 0.88197635 0.9808376  0.81148711
 0.76600459 0.97552618 0.96850995 0.79091682 0.99993533 0.83670099
 0.82821954 0.96177601 0.97005778 0.91913966 0.76341879 0.88980344
 0.92362824 0.95604933 0.82785716 0.87630764 0.96225095 0.82337891
 0.91927989 0.8552266  0.92042818 0.805307   0.88724942 0.96221168
 0.93414173 0.87490565 0.84491625 0.9468802  0.79221733 0.89658965
 0.85780267 0.76547755 0.82236369 0.93353635 0.82216386 0.84759953
 0.90890433 0.95778721 0.82985525 0.7898062  0.92791605 0.96817716
 0.89828909 0.92367822 0.79330833 0.88293315]",1.484353270933247,0.3219796341743755
No Sequential,100,2,100,l-bfgs-b,True,1.3553863560310275,460.0973703204239,460.1914898436065,"[77.  8. 85. 94. 87. 48. 57. 16. 67. 65. 64. 48.  8. 63. 19. 72. 95. 43.
 36. 67. 37. 76. 73. 20. 29. 24.  1. 80.  4. 25. 18. 66. 77. 85. 29. 98.
 87. 27. 93. 41. 19. 59. 92.  6. 37. 23. 46. 28. 56. 12. 51. 78.  1. 93.
 65. 69. 97. 94. 22. 40. 76. 99. 83. 33. 90. 46.  7. 59. 90. 42. 31. 11.
 34. 47. 26. 99.  5. 30. 79.  6. 52. 51. 98. 52. 44. 64. 20. 18. 36. 28.
 95. 83. 74. 96. 56. 61. 61. 74. 58. 53.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674 0.93814958 0.90061213
 0.99044439 0.91609216 0.9016574  0.86228783 0.80633854 0.91754357
 0.93394165 0.81449891 0.77388554 0.99022744 0.81294182 0.82054128
 0.94206348 0.94948085 0.8860093  0.84567691 0.84541274 0.82145685
 0.93506704 0.80974671 0.85943043 0.97088468 0.82232029 0.94612671
 0.93973841 0.85444635 0.80644219 0.85502453 0.76609092 0.89910817
 0.95933093 0.9731216  0.80013186 0.87559881 0.97384546 0.81398023
 0.96680809 0.75412198 0.88812424 0.88197635 0.9808376  0.81148711
 0.76600459 0.97552618 0.96850995 0.79091682 0.99993533 0.83670099
 0.82821954 0.96177601 0.97005778 0.91913966 0.76341879 0.88980344
 0.92362824 0.95604933 0.82785716 0.87630764 0.96225095 0.82337891
 0.91927989 0.8552266  0.92042818 0.805307   0.88724942 0.96221168
 0.93414173 0.87490565 0.84491625 0.9468802  0.79221733 0.89658965
 0.85780267 0.76547755 0.82236369 0.93353635 0.82216386 0.84759953
 0.90890433 0.95778721 0.82985525 0.7898062  0.92791605 0.96817716
 0.89828909 0.92367822 0.79330833 0.88293315]",1.4834069705657777,0.3608754227703388
Sequential,100,2,100,l-bfgs-b,True,2.8428840739669217,445.729983939634,445.8892694642485,"[22. 60. 74. 30.  9. 95.  2.  7. 59. 40. 49. 27. 72. 21. 58. 96. 15. 74.
 35. 89. 78. 26. 27. 60. 52.  5.  3. 97. 91. 23. 56. 34. 52. 99. 10. 34.
 36. 10.  7. 16. 76. 78. 55. 84. 42.  8. 90. 35. 48. 57. 12. 87. 49.  6.
 56. 71. 61. 96. 41. 22. 69.  0. 71. 61. 87. 63. 79. 30.  1. 79. 18. 32.
 97. 47. 55. 98. 73. 12. 36.  2.  6. 16. 42. 68. 99. 92.  9. 46. 24. 62.
 82. 65. 43. 66. 24. 68. 32. 46. 29. 14.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674 0.93814958 0.90061213
 0.99044439 0.91609216 0.9016574  0.86228783 0.80633854 0.91754357
 0.93394165 0.81449891 0.77388554 0.99022744 0.81294182 0.82054128
 0.94206348 0.94948085 0.8860093  0.84567691 0.84541274 0.82145685
 0.93506704 0.80974671 0.85943043 0.97088468 0.82232029 0.94612671
 0.93973841 0.85444635 0.80644219 0.85502453 0.76609092 0.89910817
 0.95933093 0.9731216  0.80013186 0.87559881 0.97384546 0.81398023
 0.96680809 0.75412198 0.88812424 0.88197635 0.9808376  0.81148711
 0.76600459 0.97552618 0.96850995 0.79091682 0.99993533 0.83670099
 0.82821954 0.96177601 0.97005778 0.91913966 0.76341879 0.88980344
 0.92362824 0.95604933 0.82785716 0.87630764 0.96225095 0.82337891
 0.91927989 0.8552266  0.92042818 0.805307   0.88724942 0.96221168
 0.93414173 0.87490565 0.84491625 0.9468802  0.79221733 0.89658965
 0.85780267 0.76547755 0.82236369 0.93353635 0.82216386 0.84759953
 0.90890433 0.95778721 0.82985525 0.7898062  0.92791605 0.96817716
 0.89828909 0.92367822 0.79330833 0.88293315]",1.4968451211094653,0.057531527665955595
No Sequential,100,2,100,l-bfgs-b,True,2.384106061613195,459.2308687586892,459.2639066325028,"[22. 60. 74. 30.  9. 95.  2.  7. 59. 40. 49. 27. 72. 21. 58. 96. 15. 74.
 35. 89. 78. 26. 27. 60. 52.  5.  3. 97. 91. 23. 56. 34. 52. 99. 10. 34.
 36. 10.  7. 16. 76. 78. 55. 84. 42.  8. 90. 35. 48. 57. 12. 87. 49.  6.
 56. 71. 61. 96. 41. 22. 69.  0. 71. 61. 87. 63. 79. 30.  1. 79. 18. 32.
 97. 47. 55. 98. 73. 12. 36.  2.  6. 16. 42. 68. 99. 92.  9. 46. 24. 62.
 82. 65. 43. 66. 24. 68. 32. 46. 29. 14.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674 0.93814958 0.90061213
 0.99044439 0.91609216 0.9016574  0.86228783 0.80633854 0.91754357
 0.93394165 0.81449891 0.77388554 0.99022744 0.81294182 0.82054128
 0.94206348 0.94948085 0.8860093  0.84567691 0.84541274 0.82145685
 0.93506704 0.80974671 0.85943043 0.97088468 0.82232029 0.94612671
 0.93973841 0.85444635 0.80644219 0.85502453 0.76609092 0.89910817
 0.95933093 0.9731216  0.80013186 0.87559881 0.97384546 0.81398023
 0.96680809 0.75412198 0.88812424 0.88197635 0.9808376  0.81148711
 0.76600459 0.97552618 0.96850995 0.79091682 0.99993533 0.83670099
 0.82821954 0.96177601 0.97005778 0.91913966 0.76341879 0.88980344
 0.92362824 0.95604933 0.82785716 0.87630764 0.96225095 0.82337891
 0.91927989 0.8552266  0.92042818 0.805307   0.88724942 0.96221168
 0.93414173 0.87490565 0.84491625 0.9468802  0.79221733 0.89658965
 0.85780267 0.76547755 0.82236369 0.93353635 0.82216386 0.84759953
 0.90890433 0.95778721 0.82985525 0.7898062  0.92791605 0.96817716
 0.89828909 0.92367822 0.79330833 0.88293315]",1.4958777658025426,0.11098442051490909
Sequential,100,2,100,l-bfgs-b,True,4.518535419351684,444.33523907436154,445.72199433873203,"[37. 66. 57. 99. 52. 25. 96.  9. 77.  0. 86. 95. 78. 21. 50. 56. 41. 13.
 77. 58.  6. 84. 76. 69. 37. 79. 27. 85. 73. 50. 46. 74. 58. 23. 93. 24.
 56. 82. 97. 75. 51. 26.  5. 98. 15.  6. 96.  0. 92. 85. 67. 35. 84. 42.
 86. 27. 28. 83. 61. 10. 33. 13. 48. 59. 72.  3. 70. 66. 45. 51. 33. 21.
 12. 98. 62. 83. 65. 88. 47. 65. 25. 95. 38. 15.  7. 81. 97.  4. 62. 82.
 94. 52. 10. 76. 70. 75. 87. 31. 92. 87.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674 0.93814958 0.90061213
 0.99044439 0.91609216 0.9016574  0.86228783 0.80633854 0.91754357
 0.93394165 0.81449891 0.77388554 0.99022744 0.81294182 0.82054128
 0.94206348 0.94948085 0.8860093  0.84567691 0.84541274 0.82145685
 0.93506704 0.80974671 0.85943043 0.97088468 0.82232029 0.94612671
 0.93973841 0.85444635 0.80644219 0.85502453 0.76609092 0.89910817
 0.95933093 0.9731216  0.80013186 0.87559881 0.97384546 0.81398023
 0.96680809 0.75412198 0.88812424 0.88197635 0.9808376  0.81148711
 0.76600459 0.97552618 0.96850995 0.79091682 0.99993533 0.83670099
 0.82821954 0.96177601 0.97005778 0.91913966 0.76341879 0.88980344
 0.92362824 0.95604933 0.82785716 0.87630764 0.96225095 0.82337891
 0.91927989 0.8552266  0.92042818 0.805307   0.88724942 0.96221168
 0.93414173 0.87490565 0.84491625 0.9468802  0.79221733 0.89658965
 0.85780267 0.76547755 0.82236369 0.93353635 0.82216386 0.84759953
 0.90890433 0.95778721 0.82985525 0.7898062  0.92791605 0.96817716
 0.89828909 0.92367822 0.79330833 0.88293315]",1.5279791950176538,0.003104497492911973
No Sequential,100,2,100,l-bfgs-b,True,3.76092512036512,457.3696884789752,458.0510273509937,"[37. 66. 57. 99. 52. 25. 96.  9. 77.  0. 86. 95. 78. 21. 50. 56. 41. 13.
 77. 58.  6. 84. 76. 69. 37. 79. 27. 85. 73. 50. 46. 74. 58. 23. 93. 24.
 56. 82. 97. 75. 51. 26.  5. 98. 15.  6. 96.  0. 92. 85. 67. 35. 84. 42.
 86. 27. 28. 83. 61. 10. 33. 13. 48. 59. 72.  3. 70. 66. 45. 51. 33. 21.
 12. 98. 62. 83. 65. 88. 47. 65. 25. 95. 38. 15.  7. 81. 97.  4. 62. 82.
 94. 52. 10. 76. 70. 75. 87. 31. 92. 87.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674 0.93814958 0.90061213
 0.99044439 0.91609216 0.9016574  0.86228783 0.80633854 0.91754357
 0.93394165 0.81449891 0.77388554 0.99022744 0.81294182 0.82054128
 0.94206348 0.94948085 0.8860093  0.84567691 0.84541274 0.82145685
 0.93506704 0.80974671 0.85943043 0.97088468 0.82232029 0.94612671
 0.93973841 0.85444635 0.80644219 0.85502453 0.76609092 0.89910817
 0.95933093 0.9731216  0.80013186 0.87559881 0.97384546 0.81398023
 0.96680809 0.75412198 0.88812424 0.88197635 0.9808376  0.81148711
 0.76600459 0.97552618 0.96850995 0.79091682 0.99993533 0.83670099
 0.82821954 0.96177601 0.97005778 0.91913966 0.76341879 0.88980344
 0.92362824 0.95604933 0.82785716 0.87630764 0.96225095 0.82337891
 0.91927989 0.8552266  0.92042818 0.805307   0.88724942 0.96221168
 0.93414173 0.87490565 0.84491625 0.9468802  0.79221733 0.89658965
 0.85780267 0.76547755 0.82236369 0.93353635 0.82216386 0.84759953
 0.90890433 0.95778721 0.82985525 0.7898062  0.92791605 0.96817716
 0.89828909 0.92367822 0.79330833 0.88293315]",1.5192591489886969,0.013304998317679617
Sequential,100,2,100,l-bfgs-b,True,0.8112685506809677,447.6435730247943,447.9649605806472,"[59. 50. 33. 16. 71. 23. 75. 46. 80. 40. 29. 80. 74. 25.  7. 49. 89. 51.
 14. 75.  6. 15. 72. 92. 35. 87. 97.  9.  2. 42. 36. 93. 21. 82. 96. 62.
 55. 93. 92. 46. 89. 97. 22. 17. 49. 50. 72. 86. 58. 73.  2. 96. 77. 28.
 63. 11. 56.  7. 26. 26.  3. 84. 52. 77. 42.  4. 24. 15. 66.  4. 38. 14.
 62. 51. 33. 88. 78. 48. 12. 41. 40.  8. 73.  8. 37. 61. 79. 91. 44. 90.
  6. 84. 56. 43. 22. 55. 99. 23. 66. 58.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674 0.93814958 0.90061213
 0.99044439 0.91609216 0.9016574  0.86228783 0.80633854 0.91754357
 0.93394165 0.81449891 0.77388554 0.99022744 0.81294182 0.82054128
 0.94206348 0.94948085 0.8860093  0.84567691 0.84541274 0.82145685
 0.93506704 0.80974671 0.85943043 0.97088468 0.82232029 0.94612671
 0.93973841 0.85444635 0.80644219 0.85502453 0.76609092 0.89910817
 0.95933093 0.9731216  0.80013186 0.87559881 0.97384546 0.81398023
 0.96680809 0.75412198 0.88812424 0.88197635 0.9808376  0.81148711
 0.76600459 0.97552618 0.96850995 0.79091682 0.99993533 0.83670099
 0.82821954 0.96177601 0.97005778 0.91913966 0.76341879 0.88980344
 0.92362824 0.95604933 0.82785716 0.87630764 0.96225095 0.82337891
 0.91927989 0.8552266  0.92042818 0.805307   0.88724942 0.96221168
 0.93414173 0.87490565 0.84491625 0.9468802  0.79221733 0.89658965
 0.85780267 0.76547755 0.82236369 0.93353635 0.82216386 0.84759953
 0.90890433 0.95778721 0.82985525 0.7898062  0.92791605 0.96817716
 0.89828909 0.92367822 0.79330833 0.88293315]",1.4787814198562603,0.5832757786748841
No Sequential,100,2,100,l-bfgs-b,True,1.1614158803648902,460.20843344394615,460.36800708051055,"[59. 50. 33. 16. 71. 23. 75. 46. 80. 40. 29. 80. 74. 25.  7. 49. 89. 51.
 14. 75.  6. 15. 72. 92. 35. 87. 97.  9.  2. 42. 36. 93. 21. 82. 96. 62.
 55. 93. 92. 46. 89. 97. 22. 17. 49. 50. 72. 86. 58. 73.  2. 96. 77. 28.
 63. 11. 56.  7. 26. 26.  3. 84. 52. 77. 42.  4. 24. 15. 66.  4. 38. 14.
 62. 51. 33. 88. 78. 48. 12. 41. 40.  8. 73.  8. 37. 61. 79. 91. 44. 90.
  6. 84. 56. 43. 22. 55. 99. 23. 66. 58.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674 0.93814958 0.90061213
 0.99044439 0.91609216 0.9016574  0.86228783 0.80633854 0.91754357
 0.93394165 0.81449891 0.77388554 0.99022744 0.81294182 0.82054128
 0.94206348 0.94948085 0.8860093  0.84567691 0.84541274 0.82145685
 0.93506704 0.80974671 0.85943043 0.97088468 0.82232029 0.94612671
 0.93973841 0.85444635 0.80644219 0.85502453 0.76609092 0.89910817
 0.95933093 0.9731216  0.80013186 0.87559881 0.97384546 0.81398023
 0.96680809 0.75412198 0.88812424 0.88197635 0.9808376  0.81148711
 0.76600459 0.97552618 0.96850995 0.79091682 0.99993533 0.83670099
 0.82821954 0.96177601 0.97005778 0.91913966 0.76341879 0.88980344
 0.92362824 0.95604933 0.82785716 0.87630764 0.96225095 0.82337891
 0.91927989 0.8552266  0.92042818 0.805307   0.88724942 0.96221168
 0.93414173 0.87490565 0.84491625 0.9468802  0.79221733 0.89658965
 0.85780267 0.76547755 0.82236369 0.93353635 0.82216386 0.84759953
 0.90890433 0.95778721 0.82985525 0.7898062  0.92791605 0.96817716
 0.89828909 0.92367822 0.79330833 0.88293315]",1.4815366805638794,0.433083233036331
