model,J,q_capacity,# consumers,method,success,beta1,fun_obj optimo,fun_obj,secuencialidad de elecciones,X_1,std_error_beta1,p_value_beta1
Sequential,10,11,100,l-bfgs-b,True,2.0817684301401482,222.11982246904992,222.12117733845602,"[0. 6. 4. 2. 4. 9. 6. 2. 6. 4. 2. 7. 5. 8. 2. 4. 1. 3. 6. 6. 7. 0. 4. 3.
 7. 7. 3. 9. 5. 0. 1. 8. 0. 2. 0. 0. 8. 1. 8. 5. 7. 7. 1. 8. 9. 9. 5. 4.
 2. 4. 8. 9. 0. 6. 5. 5. 4. 0. 0. 5. 5. 7. 1. 8. 3. 1. 9. 0. 1. 1. 9. 9.
 6. 5. 3. 6. 8. 2. 9. 5. 3. 6. 5. 0. 1. 6. 6. 7. 9. 2. 7. 4. 9. 7. 4. 8.
 4. 2. 7. 3.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674]",1.5706606420328273,0.18503539019863924
No Sequential,10,11,100,l-bfgs-b,True,0.7949358632558169,230.11831575592305,230.44129948432624,"[0. 6. 4. 2. 4. 9. 6. 2. 6. 4. 2. 7. 5. 8. 2. 4. 1. 3. 6. 6. 7. 0. 4. 3.
 7. 7. 3. 9. 5. 0. 1. 8. 0. 2. 0. 0. 8. 1. 8. 5. 7. 7. 1. 8. 9. 9. 5. 4.
 2. 4. 8. 9. 0. 6. 5. 5. 4. 0. 0. 5. 5. 7. 1. 8. 3. 1. 9. 0. 1. 1. 9. 9.
 6. 5. 3. 6. 8. 2. 9. 5. 3. 6. 5. 0. 1. 6. 6. 7. 9. 2. 7. 4. 9. 7. 4. 8.
 4. 2. 7. 3.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674]",1.500080430213325,0.5961612782679517
Sequential,10,11,100,l-bfgs-b,True,1.1390369150734871,220.5711472715838,220.73403863949545,"[5. 7. 6. 6. 2. 5. 7. 3. 0. 1. 5. 5. 0. 7. 5. 3. 0. 3. 2. 3. 9. 7. 7. 2.
 8. 0. 0. 1. 1. 4. 1. 1. 2. 5. 6. 2. 9. 4. 0. 5. 1. 6. 1. 7. 9. 2. 3. 7.
 6. 4. 9. 8. 3. 9. 1. 9. 7. 0. 3. 1. 2. 8. 4. 5. 8. 6. 5. 1. 5. 3. 7. 1.
 3. 6. 3. 5. 8. 6. 0. 0. 4. 2. 6. 8. 7. 2. 0. 4. 7. 9. 0. 4. 9. 2. 8. 6.
 3. 9. 2. 4.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674]",1.5090465257839134,0.45036557496045004
No Sequential,10,11,100,l-bfgs-b,True,0.42988843395762744,230.21759394324275,230.76549840158202,"[5. 7. 6. 6. 2. 5. 7. 3. 0. 1. 5. 5. 0. 7. 5. 3. 0. 3. 2. 3. 9. 7. 7. 2.
 8. 0. 0. 1. 1. 4. 1. 1. 2. 5. 6. 2. 9. 4. 0. 5. 1. 6. 1. 7. 9. 2. 3. 7.
 6. 4. 9. 8. 3. 9. 1. 9. 7. 0. 3. 1. 2. 8. 4. 5. 8. 6. 5. 1. 5. 3. 7. 1.
 3. 6. 3. 5. 8. 6. 0. 0. 4. 2. 6. 8. 7. 2. 0. 4. 7. 9. 0. 4. 9. 2. 8. 6.
 3. 9. 2. 4.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674]",1.5016999162015112,0.774672966086404
Sequential,10,11,100,l-bfgs-b,True,1.316363199259817,218.53466254596754,218.63665705164865,"[9. 2. 7. 8. 7. 5. 6. 6. 8. 4. 9. 0. 1. 4. 0. 2. 2. 3. 9. 7. 5. 6. 5. 4.
 4. 3. 6. 1. 7. 7. 6. 3. 6. 7. 1. 6. 7. 1. 4. 6. 6. 7. 0. 0. 3. 0. 5. 2.
 4. 4. 3. 4. 2. 7. 2. 5. 7. 6. 6. 8. 9. 0. 5. 1. 3. 4. 8. 2. 3. 8. 4. 2.
 3. 4. 9. 1. 0. 9. 0. 2. 8. 8. 5. 3. 7. 5. 9. 5. 1. 8. 5. 5. 2. 3. 8. 2.
 0. 8. 1. 9.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674]",1.5145715507297965,0.38477471961374765
No Sequential,10,11,100,l-bfgs-b,True,0.51756042297474,230.19915796122632,230.6876597292573,"[9. 2. 7. 8. 7. 5. 6. 6. 8. 4. 9. 0. 1. 4. 0. 2. 2. 3. 9. 7. 5. 6. 5. 4.
 4. 3. 6. 1. 7. 7. 6. 3. 6. 7. 1. 6. 7. 1. 4. 6. 6. 7. 0. 0. 3. 0. 5. 2.
 4. 4. 3. 4. 2. 7. 2. 5. 7. 6. 6. 8. 9. 0. 5. 1. 3. 4. 8. 2. 3. 8. 4. 2.
 3. 4. 9. 1. 0. 9. 0. 2. 8. 8. 5. 3. 7. 5. 9. 5. 1. 8. 5. 5. 2. 3. 8. 2.
 0. 8. 1. 9.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674]",1.5012459323171834,0.730279376564996
Sequential,10,11,100,l-bfgs-b,True,1.414931818040326,219.0414872501215,219.11656651933114,"[2. 6. 4. 4. 8. 0. 5. 2. 1. 2. 1. 8. 5. 1. 2. 7. 7. 5. 2. 7. 4. 5. 0. 3.
 0. 5. 5. 5. 6. 7. 6. 9. 6. 8. 7. 8. 5. 1. 5. 8. 4. 5. 4. 9. 6. 6. 3. 8.
 0. 8. 1. 9. 8. 0. 5. 0. 4. 8. 1. 4. 4. 7. 6. 0. 8. 9. 0. 8. 6. 3. 0. 7.
 4. 1. 2. 9. 9. 9. 2. 4. 3. 3. 4. 2. 6. 3. 7. 9. 6. 9. 3. 1. 3. 7. 9. 0.
 1. 3. 3. 2.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674]",1.5107135392655464,0.34896519771026235
No Sequential,10,11,100,l-bfgs-b,True,0.3253079075798748,230.23508197418647,230.85812904420226,"[2. 6. 4. 4. 8. 0. 5. 2. 1. 2. 1. 8. 5. 1. 2. 7. 7. 5. 2. 7. 4. 5. 0. 3.
 0. 5. 5. 5. 6. 7. 6. 9. 6. 8. 7. 8. 5. 1. 5. 8. 4. 5. 4. 9. 6. 6. 3. 8.
 0. 8. 1. 9. 8. 0. 5. 0. 4. 8. 1. 4. 4. 7. 6. 0. 8. 9. 0. 8. 6. 3. 0. 7.
 4. 1. 2. 9. 9. 9. 2. 4. 3. 3. 4. 2. 6. 3. 7. 9. 6. 9. 3. 1. 3. 7. 9. 0.
 1. 3. 3. 2.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674]",1.502295224820241,0.828566382474123
Sequential,10,11,100,l-bfgs-b,True,3.2574746025103045,215.60293344858542,215.93509882620785,"[7. 4. 3. 2. 5. 8. 8. 2. 2. 9. 5. 7. 7. 3. 8. 5. 2. 8. 2. 9. 8. 1. 0. 0.
 9. 6. 7. 5. 5. 6. 2. 8. 7. 2. 8. 5. 4. 0. 1. 3. 2. 7. 5. 6. 0. 5. 9. 7.
 6. 3. 6. 5. 3. 0. 7. 5. 1. 8. 0. 6. 9. 8. 5. 3. 3. 3. 2. 0. 0. 1. 1. 0.
 1. 6. 4. 7. 0. 0. 7. 6. 7. 2. 4. 1. 3. 8. 3. 9. 4. 3. 2. 6. 6. 9. 4. 1.
 1. 4. 8. 6.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674]",1.5432671646111307,0.034792499958773426
No Sequential,10,11,100,l-bfgs-b,True,1.5276015560204648,229.73983587712604,229.78949683600803,"[7. 4. 3. 2. 5. 8. 8. 2. 2. 9. 5. 7. 7. 3. 8. 5. 2. 8. 2. 9. 8. 1. 0. 0.
 9. 6. 7. 5. 5. 6. 2. 8. 7. 2. 8. 5. 4. 0. 1. 3. 2. 7. 5. 6. 0. 5. 9. 7.
 6. 3. 6. 5. 3. 0. 7. 5. 1. 8. 0. 6. 9. 8. 5. 3. 3. 3. 2. 0. 0. 1. 1. 0.
 1. 6. 4. 7. 0. 0. 7. 6. 7. 2. 4. 1. 3. 8. 3. 9. 4. 3. 2. 6. 6. 9. 4. 1.
 1. 4. 8. 6.]","[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572 0.93181004
 0.91985013 0.86846143 0.86207396 0.75477674]",1.4989816047879116,0.3081588501951953
