P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999997,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999996,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999991,9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999988,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999973,2.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999956,4.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999924,7.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999864,0.000136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999786,0.000214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999647,0.000353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999462,0.000538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999207,0.000793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.998876,0.001124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.998436,0.001564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.997814,0.002186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.997039,0.002961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.996019,0.003981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.994655,0.005345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.992985,0.007015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.991014,0.008986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.988512,0.011485,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.985392,0.014599,9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.981672,0.01831,1.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.977208,0.02276,3.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.972017,0.027934,4.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.965981,0.033932,8.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.958872,0.040981,0.000147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.950502,0.049273,0.000225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9411,0.058541,0.000359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.930371,0.069079,0.00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.918482,0.080686,0.000832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.904895,0.093831,0.00127,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.889603,0.108536,0.001857,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.872562,0.12483,0.002602,6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.854004,0.142322,0.003666,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.83336,0.161559,0.005059,2.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.811091,0.181863,0.007012,3.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.78701,0.20344,0.009488,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.761199,0.225903,0.012793,0.000105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.733715,0.249249,0.016859,0.000177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.704638,0.273155,0.02191,0.000297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.674239,0.297096,0.028179,0.000486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.641903,0.321502,0.035805,0.00079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.608116,0.345806,0.044808,0.001269,1e-06,0.0,0.0,0.0,0.0,0.0,0.0
0.57308,0.369058,0.055934,0.001924,4e-06,0.0,0.0,0.0,0.0,0.0,0.0
0.537631,0.390554,0.068875,0.002927,1.3e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.50145,0.410441,0.083779,0.004305,2.5e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.464889,0.427871,0.101026,0.006163,5.1e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.428124,0.442993,0.120054,0.008723,0.000106,0.0,0.0,0.0,0.0,0.0,0.0
0.391399,0.454852,0.141345,0.012221,0.000183,0.0,0.0,0.0,0.0,0.0,0.0
0.355177,0.462907,0.164647,0.016938,0.00033,1e-06,0.0,0.0,0.0,0.0,0.0
0.320174,0.466409,0.18971,0.023084,0.000621,2e-06,0.0,0.0,0.0,0.0,0.0
0.286066,0.465963,0.215958,0.030938,0.001071,4e-06,0.0,0.0,0.0,0.0,0.0
0.253162,0.461098,0.243061,0.040919,0.001752,8e-06,0.0,0.0,0.0,0.0,0.0
0.222201,0.451192,0.270335,0.053424,0.002826,2.2e-05,0.0,0.0,0.0,0.0,0.0
0.192864,0.43747,0.296846,0.068351,0.004417,5.2e-05,0.0,0.0,0.0,0.0,0.0
0.165549,0.419411,0.322039,0.086153,0.00675,9.8e-05,0.0,0.0,0.0,0.0,0.0
0.140451,0.397238,0.345099,0.106721,0.01029,0.000201,0.0,0.0,0.0,0.0,0.0
0.117674,0.371528,0.364939,0.130405,0.015054,0.0004,0.0,0.0,0.0,0.0,0.0
0.097345,0.342651,0.380864,0.156804,0.021614,0.000718,4e-06,0.0,0.0,0.0,0.0
0.079254,0.311932,0.391512,0.185693,0.030322,0.001281,6e-06,0.0,0.0,0.0,0.0
0.063625,0.279539,0.396615,0.215993,0.041991,0.002224,1.3e-05,0.0,0.0,0.0,0.0
0.050219,0.246848,0.395002,0.247068,0.057105,0.003727,3.1e-05,0.0,0.0,0.0,0.0
0.03903,0.214127,0.386674,0.278268,0.075661,0.006161,7.9e-05,0.0,0.0,0.0,0.0
0.029723,0.182567,0.372291,0.307095,0.098294,0.009862,0.000168,0.0,0.0,0.0,0.0
0.022101,0.152824,0.351717,0.332404,0.125123,0.015483,0.000347,1e-06,0.0,0.0,0.0
0.016117,0.125086,0.326002,0.352747,0.155826,0.023482,0.000739,1e-06,0.0,0.0,0.0
0.01136,0.100188,0.295545,0.367093,0.18951,0.034839,0.001462,3e-06,0.0,0.0,0.0
0.007836,0.078504,0.262046,0.372887,0.225521,0.050353,0.002842,1.1e-05,0.0,0.0,0.0
0.005208,0.059739,0.227019,0.370318,0.261759,0.070699,0.00522,3.8e-05,0.0,0.0,0.0
0.003327,0.04417,0.191485,0.358819,0.296352,0.096564,0.009164,0.000119,0.0,0.0,0.0
0.002122,0.03158,0.156756,0.338986,0.326424,0.128107,0.015729,0.000296,0.0,0.0,0.0
0.001264,0.02186,0.124219,0.311287,0.35021,0.164899,0.02557,0.000691,0.0,0.0,0.0
0.000744,0.014564,0.095383,0.276185,0.365464,0.205902,0.040185,0.001573,0.0,0.0,0.0
0.000409,0.009279,0.070142,0.237326,0.368748,0.250295,0.060519,0.003276,6e-06,0.0,0.0
0.000225,0.005575,0.049735,0.19587,0.359893,0.293235,0.089022,0.006425,2e-05,0.0,0.0
0.000117,0.003252,0.033402,0.155307,0.338052,0.331662,0.125697,0.012448,6.3e-05,0.0,0.0
5e-05,0.001765,0.021546,0.117511,0.304521,0.360713,0.170813,0.02282,0.000261,0.0,0.0
2.5e-05,0.000874,0.012845,0.084302,0.262019,0.376747,0.222896,0.039511,0.000781,0.0,0.0
1e-05,0.000363,0.007141,0.056889,0.213836,0.376123,0.278035,0.065526,0.002077,0.0,0.0
3e-06,0.000159,0.003579,0.035731,0.164577,0.356282,0.331208,0.103155,0.005306,0.0,0.0
1e-06,5.2e-05,0.001588,0.020508,0.118543,0.318267,0.373628,0.15511,0.012303,0.0,0.0
0.0,2e-05,0.00062,0.010479,0.078215,0.266446,0.398222,0.219562,0.026424,1.2e-05,0.0
0.0,1e-06,0.000197,0.004691,0.046381,0.20581,0.398231,0.29235,0.052146,0.000193,0.0
