P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999998,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999992,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999989,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999974,2.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999962,3.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99994,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999854,0.000146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999788,0.000212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999698,0.000302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999542,0.000458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999328,0.000672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999075,0.000925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.998684,0.001316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.998208,0.001792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.997629,0.002371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.996925,0.003075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995952,0.004048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.994733,0.005267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.993236,0.006763,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.991449,0.008548,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.989315,0.01068,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.986625,0.013368,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.983515,0.016471,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.979815,0.02016,2.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975484,0.024475,4.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.970428,0.02951,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.964597,0.035312,9.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.957911,0.041943,0.000146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95034,0.049419,0.000241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.941788,0.057839,0.000373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.932178,0.06727,0.000552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.920936,0.078263,0.0008,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.908529,0.090303,0.001167,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.894814,0.103525,0.001659,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.879616,0.118018,0.002363,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.862912,0.133825,0.003256,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.844838,0.150714,0.004435,1.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.825538,0.168433,0.006009,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.804467,0.187535,0.007961,3.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.781372,0.208091,0.010477,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.757082,0.229111,0.013695,0.000112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.731057,0.251233,0.017516,0.000194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.703778,0.273587,0.022327,0.000308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.675225,0.296096,0.028184,0.000494,1e-06,0.0,0.0,0.0,0.0,0.0,0.0
0.645223,0.31872,0.035266,0.000789,2e-06,0.0,0.0,0.0,0.0,0.0,0.0
0.61373,0.341431,0.043633,0.001201,5e-06,0.0,0.0,0.0,0.0,0.0,0.0
0.581526,0.363245,0.053412,0.001806,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.548124,0.384221,0.065028,0.002607,2e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.514202,0.403359,0.078636,0.00377,3.3e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.480023,0.420624,0.093956,0.005338,5.9e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.445462,0.435895,0.111024,0.00751,0.000109,0.0,0.0,0.0,0.0,0.0,0.0
0.411317,0.448055,0.130009,0.010436,0.000183,0.0,0.0,0.0,0.0,0.0,0.0
0.376996,0.457787,0.150684,0.014229,0.000302,2e-06,0.0,0.0,0.0,0.0,0.0
0.343507,0.463621,0.173141,0.019236,0.000491,4e-06,0.0,0.0,0.0,0.0,0.0
0.310631,0.466116,0.196787,0.025651,0.000809,6e-06,0.0,0.0,0.0,0.0,0.0
0.278682,0.464501,0.222073,0.033409,0.001324,1.1e-05,0.0,0.0,0.0,0.0,0.0
0.248183,0.459006,0.247364,0.04336,0.002069,1.8e-05,0.0,0.0,0.0,0.0,0.0
0.219231,0.449577,0.27281,0.05516,0.003191,3.1e-05,0.0,0.0,0.0,0.0,0.0
0.191914,0.43621,0.297741,0.069295,0.004782,5.8e-05,0.0,0.0,0.0,0.0,0.0
0.16636,0.419128,0.321186,0.08618,0.007031,0.000115,0.0,0.0,0.0,0.0,0.0
0.142946,0.398258,0.342918,0.105533,0.010134,0.000211,0.0,0.0,0.0,0.0,0.0
0.12147,0.374244,0.361716,0.127661,0.014507,0.000402,0.0,0.0,0.0,0.0,0.0
0.101951,0.347436,0.377163,0.152189,0.020567,0.000693,1e-06,0.0,0.0,0.0,0.0
0.084679,0.319395,0.3879,0.178385,0.028481,0.001155,5e-06,0.0,0.0,0.0,0.0
0.069171,0.289641,0.394133,0.206314,0.03882,0.001905,1.6e-05,0.0,0.0,0.0,0.0
0.05575,0.259498,0.394108,0.23548,0.051992,0.003141,3.1e-05,0.0,0.0,0.0,0.0
0.044268,0.2289,0.388958,0.264698,0.067885,0.005222,6.9e-05,0.0,0.0,0.0,0.0
0.034503,0.198968,0.377677,0.293191,0.087399,0.00813,0.000132,0.0,0.0,0.0,0.0
0.026459,0.169908,0.361419,0.318517,0.110927,0.012489,0.000279,2e-06,0.0,0.0,0.0
0.019908,0.142653,0.340308,0.340063,0.137656,0.018848,0.000562,2e-06,0.0,0.0,0.0
0.014792,0.117267,0.314869,0.356665,0.167724,0.027605,0.001075,3e-06,0.0,0.0,0.0
0.010704,0.094718,0.285724,0.367097,0.200209,0.039536,0.002006,6e-06,0.0,0.0,0.0
0.007509,0.074953,0.253539,0.371131,0.233985,0.055389,0.003473,2.1e-05,0.0,0.0,0.0
0.005199,0.057697,0.220522,0.3671,0.267729,0.075617,0.006078,5.8e-05,0.0,0.0,0.0
0.003462,0.043217,0.18726,0.355114,0.299833,0.100895,0.010083,0.000136,0.0,0.0,0.0
0.002258,0.031516,0.154976,0.335462,0.327486,0.131366,0.016624,0.000312,0.0,0.0,0.0
0.001374,0.022314,0.124614,0.308698,0.349897,0.166117,0.026222,0.000764,0.0,0.0,0.0
0.000868,0.015254,0.097132,0.276563,0.363118,0.205413,0.040051,0.0016,1e-06,0.0,0.0
0.000528,0.010064,0.073447,0.240172,0.366756,0.246299,0.059508,0.003221,5e-06,0.0,0.0
