P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999997,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999996,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99999,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999984,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999969,3.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999936,6.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999873,0.000127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999786,0.000214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999656,0.000344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999454,0.000546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999149,0.000851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.998703,0.001297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.998082,0.001918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.997212,0.002788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.996144,0.003856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.994689,0.00531,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.992917,0.007082,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99059,0.009408,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.987699,0.012297,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.984174,0.01582,6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97977,0.020215,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.974539,0.025422,3.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.968251,0.031673,7.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.960879,0.038986,0.000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.952153,0.047644,0.000203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.941852,0.057814,0.000334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.930117,0.069321,0.000562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.916814,0.082304,0.000882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.901704,0.096917,0.001378,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.884391,0.113511,0.002097,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.865311,0.131677,0.003011,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.844467,0.151219,0.004305,9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.821188,0.172696,0.006091,2.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.79606,0.195489,0.008408,4.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.768567,0.219811,0.01155,7.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.739313,0.244867,0.015687,0.000133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.708225,0.270656,0.020859,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.674998,0.297172,0.02739,0.00044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.640453,0.323299,0.035494,0.000752,2e-06,0.0,0.0,0.0,0.0,0.0,0.0
0.603421,0.349984,0.045329,0.001259,7e-06,0.0,0.0,0.0,0.0,0.0,0.0
0.565435,0.374985,0.057576,0.00199,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.526996,0.398289,0.071652,0.00304,2.3e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.487666,0.419173,0.088515,0.004608,3.8e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.447858,0.437603,0.107583,0.006884,7.2e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.408285,0.452173,0.129361,0.010041,0.00014,0.0,0.0,0.0,0.0,0.0,0.0
0.369136,0.462622,0.153533,0.014434,0.000275,0.0,0.0,0.0,0.0,0.0,0.0
0.330947,0.46859,0.179765,0.020231,0.000467,0.0,0.0,0.0,0.0,0.0,0.0
0.293841,0.469591,0.207729,0.028009,0.000828,2e-06,0.0,0.0,0.0,0.0,0.0
0.258048,0.465344,0.237176,0.037949,0.001479,4e-06,0.0,0.0,0.0,0.0,0.0
0.224384,0.455724,0.266915,0.050503,0.002462,1.2e-05,0.0,0.0,0.0,0.0,0.0
0.193006,0.440876,0.2959,0.066165,0.004009,4.4e-05,0.0,0.0,0.0,0.0,0.0
0.164,0.421156,0.323514,0.084845,0.006392,9.3e-05,0.0,0.0,0.0,0.0,0.0
0.137179,0.39735,0.348341,0.107016,0.009941,0.000173,0.0,0.0,0.0,0.0,0.0
0.113488,0.368828,0.369817,0.132434,0.015075,0.000358,0.0,0.0,0.0,0.0,0.0
0.092545,0.337224,0.385888,0.161412,0.022204,0.000726,1e-06,0.0,0.0,0.0,0.0
0.074124,0.303821,0.395625,0.192851,0.032215,0.001361,3e-06,0.0,0.0,0.0,0.0
0.058367,0.26899,0.399069,0.225533,0.045583,0.002445,1.3e-05,0.0,0.0,0.0,0.0
0.045026,0.233889,0.394955,0.258861,0.062905,0.00433,3.4e-05,0.0,0.0,0.0,0.0
0.033914,0.19942,0.38367,0.290914,0.084719,0.007279,8.4e-05,0.0,0.0,0.0,0.0
0.0251,0.166009,0.364905,0.320843,0.110984,0.011932,0.000227,0.0,0.0,0.0,0.0
0.018228,0.135048,0.340166,0.345177,0.141706,0.019155,0.00052,0.0,0.0,0.0,0.0
0.012719,0.107629,0.308802,0.364035,0.176023,0.029719,0.001073,0.0,0.0,0.0,0.0
0.008657,0.083297,0.273664,0.37364,0.214151,0.044396,0.002191,4e-06,0.0,0.0,0.0
0.005716,0.062488,0.236175,0.373556,0.253474,0.064363,0.004203,2.5e-05,0.0,0.0,0.0
0.003666,0.045481,0.197716,0.362806,0.291602,0.090865,0.007796,6.8e-05,0.0,0.0,0.0
0.002283,0.032093,0.160008,0.342484,0.325484,0.123439,0.013991,0.000218,0.0,0.0,0.0
0.001346,0.021666,0.125323,0.313203,0.351447,0.162567,0.023905,0.000543,0.0,0.0,0.0
0.000733,0.014017,0.094233,0.276343,0.367545,0.206738,0.039054,0.001337,0.0,0.0,0.0
0.000371,0.008649,0.067846,0.234414,0.3707,0.253657,0.0613,0.003061,2e-06,0.0,0.0
0.0002,0.004997,0.046601,0.190323,0.359851,0.299356,0.092111,0.006542,1.9e-05,0.0,0.0
9.8e-05,0.002727,0.030301,0.14692,0.33446,0.339779,0.132282,0.013364,6.9e-05,0.0,0.0
3.6e-05,0.001362,0.018467,0.107635,0.296298,0.368827,0.181861,0.025241,0.000273,0.0,0.0
1.1e-05,0.000587,0.010358,0.073936,0.248655,0.381684,0.238741,0.045077,0.000951,0.0,0.0
3e-06,0.000239,0.005314,0.047158,0.195951,0.373947,0.298251,0.076305,0.002832,0.0,0.0
1e-06,7.7e-05,0.002479,0.027548,0.143504,0.345576,0.351493,0.121904,0.007418,0.0,0.0
0.0,3e-05,0.000988,0.014486,0.096525,0.296937,0.391211,0.182473,0.01735,0.0,0.0
0.0,2e-06,0.000326,0.006595,0.058569,0.234841,0.406145,0.256205,0.037279,3.8e-05,0.0
0.0,2e-06,6.8e-05,0.002524,0.030783,0.16794,0.388842,0.335608,0.073761,0.000472,0.0
0.0,0.0,1.1e-05,0.000697,0.013487,0.105967,0.337493,0.405593,0.134029,0.002723,0.0
0.0,0.0,0.0,0.00012,0.004509,0.055764,0.259583,0.447288,0.221775,0.010961,0.0
0.0,0.0,0.0,0.0,0.000886,0.022163,0.169724,0.439276,0.334199,0.033752,0.0
0.0,0.0,0.0,0.0,0.0,0.005193,0.085615,0.372469,0.450759,0.085964,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.026278,0.252262,0.53415,0.18731,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109719,0.529138,0.361143,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372527,0.627473,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
