model,J,q_capacity,# consumers,method,success,beta1,fun_obj optimo,fun_obj,secuencialidad de elecciones,X_1,std_error_beta1,p_value_beta1
Sequential,5,100,100,l-bfgs-b,True,2.386769826752888,159.8682426185104,159.8976891697403,"[3. 1. 0. 1. 1. 3. 0. 2. 0. 1. 4. 3. 2. 2. 0. 3. 3. 2. 4. 2. 4. 0. 1. 0.
 0. 1. 3. 1. 2. 4. 0. 3. 1. 2. 0. 0. 4. 3. 3. 4. 1. 3. 0. 1. 0. 4. 4. 0.
 0. 1. 2. 3. 4. 0. 2. 2. 0. 1. 4. 0. 4. 0. 4. 1. 2. 2. 1. 0. 4. 0. 2. 3.
 4. 2. 0. 4. 2. 2. 2. 3. 4. 0. 1. 1. 4. 2. 1. 2. 4. 2. 3. 0. 0. 0. 1. 0.
 3. 1. 0. 2.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.58782019413397,0.13279421371291256
No Sequential,5,100,100,l-bfgs-b,True,2.386769826752888,159.8682426185104,159.8976891697403,"[3. 1. 0. 1. 1. 3. 0. 2. 0. 1. 4. 3. 2. 2. 0. 3. 3. 2. 4. 2. 4. 0. 1. 0.
 0. 1. 3. 1. 2. 4. 0. 3. 1. 2. 0. 0. 4. 3. 3. 4. 1. 3. 0. 1. 0. 4. 4. 0.
 0. 1. 2. 3. 4. 0. 2. 2. 0. 1. 4. 0. 4. 0. 4. 1. 2. 2. 1. 0. 4. 0. 2. 3.
 4. 2. 0. 4. 2. 2. 2. 3. 4. 0. 1. 1. 4. 2. 1. 2. 4. 2. 3. 0. 0. 0. 1. 0.
 3. 1. 0. 2.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.58782019413397,0.13279421371291256
Sequential,5,100,100,l-bfgs-b,True,1.3394031490539566,160.62031321461745,160.70256206463915,"[2. 0. 0. 2. 4. 4. 0. 4. 3. 0. 4. 3. 0. 1. 1. 2. 3. 2. 3. 0. 4. 0. 3. 2.
 3. 0. 1. 2. 3. 4. 2. 4. 3. 2. 1. 4. 0. 0. 3. 2. 2. 1. 1. 3. 2. 3. 1. 0.
 1. 3. 4. 2. 1. 0. 4. 3. 0. 1. 2. 2. 3. 3. 2. 1. 0. 4. 4. 3. 1. 2. 1. 3.
 0. 4. 2. 0. 0. 4. 1. 0. 0. 2. 3. 1. 0. 4. 2. 1. 2. 0. 3. 0. 2. 0. 1. 4.
 0. 4. 2. 4.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.640425510236782,0.4142157151810526
No Sequential,5,100,100,l-bfgs-b,True,1.3394031490539566,160.62031321461745,160.70256206463915,"[2. 0. 0. 2. 4. 4. 0. 4. 3. 0. 4. 3. 0. 1. 1. 2. 3. 2. 3. 0. 4. 0. 3. 2.
 3. 0. 1. 2. 3. 4. 2. 4. 3. 2. 1. 4. 0. 0. 3. 2. 2. 1. 1. 3. 2. 3. 1. 0.
 1. 3. 4. 2. 1. 0. 4. 3. 0. 1. 2. 2. 3. 3. 2. 1. 0. 4. 4. 3. 1. 2. 1. 3.
 0. 4. 2. 0. 0. 4. 1. 0. 0. 2. 3. 1. 0. 4. 2. 1. 2. 0. 3. 0. 2. 0. 1. 4.
 0. 4. 2. 4.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.640425510236782,0.4142157151810526
Sequential,5,100,100,l-bfgs-b,True,1.2494812906621635,160.66344178908614,160.76919628287547,"[3. 4. 4. 2. 3. 0. 3. 4. 3. 0. 0. 2. 0. 1. 1. 1. 4. 3. 0. 3. 3. 4. 3. 1.
 3. 4. 3. 1. 2. 0. 2. 1. 0. 4. 1. 4. 4. 0. 2. 0. 2. 0. 3. 3. 4. 3. 4. 0.
 3. 2. 4. 0. 1. 4. 0. 4. 1. 4. 1. 1. 4. 1. 3. 0. 4. 0. 1. 1. 2. 3. 3. 4.
 0. 2. 1. 1. 2. 1. 1. 3. 2. 0. 3. 1. 2. 0. 2. 0. 4. 1. 4. 0. 0. 4. 4. 1.
 1. 0. 4. 1.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.6452978974212473,0.44759802342616695
No Sequential,5,100,100,l-bfgs-b,True,1.2494812906621635,160.66344178908614,160.76919628287547,"[3. 4. 4. 2. 3. 0. 3. 4. 3. 0. 0. 2. 0. 1. 1. 1. 4. 3. 0. 3. 3. 4. 3. 1.
 3. 4. 3. 1. 2. 0. 2. 1. 0. 4. 1. 4. 4. 0. 2. 0. 2. 0. 3. 3. 4. 3. 4. 0.
 3. 2. 4. 0. 1. 4. 0. 4. 1. 4. 1. 1. 4. 1. 3. 0. 4. 0. 1. 1. 2. 3. 3. 4.
 0. 2. 1. 1. 2. 1. 1. 3. 2. 0. 3. 1. 2. 0. 2. 0. 4. 1. 4. 0. 0. 4. 4. 1.
 1. 0. 4. 1.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.6452978974212473,0.44759802342616695
Sequential,5,100,100,l-bfgs-b,True,0.4004761462060682,160.9161402784782,161.37881996151506,"[3. 2. 4. 1. 2. 2. 1. 3. 1. 2. 1. 1. 4. 2. 3. 4. 1. 3. 3. 1. 3. 2. 0. 0.
 4. 0. 0. 1. 2. 4. 4. 2. 1. 1. 4. 1. 2. 0. 1. 3. 0. 3. 4. 0. 2. 2. 1. 3.
 4. 0. 4. 2. 0. 1. 1. 2. 0. 0. 4. 4. 3. 4. 0. 1. 3. 0. 3. 4. 1. 2. 0. 0.
 1. 4. 4. 2. 0. 2. 2. 2. 4. 4. 0. 2. 0. 3. 0. 1. 2. 1. 0. 0. 3. 4. 2. 4.
 0. 1. 2. 4.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.6940988049853216,0.81312633177106
No Sequential,5,100,100,l-bfgs-b,True,0.4004761462060682,160.9161402784782,161.37881996151506,"[3. 2. 4. 1. 2. 2. 1. 3. 1. 2. 1. 1. 4. 2. 3. 4. 1. 3. 3. 1. 3. 2. 0. 0.
 4. 0. 0. 1. 2. 4. 4. 2. 1. 1. 4. 1. 2. 0. 1. 3. 0. 3. 4. 0. 2. 2. 1. 3.
 4. 0. 4. 2. 0. 1. 1. 2. 0. 0. 4. 4. 3. 4. 0. 1. 3. 0. 3. 4. 1. 2. 0. 0.
 1. 4. 4. 2. 0. 2. 2. 2. 4. 4. 0. 2. 0. 3. 0. 1. 2. 1. 0. 0. 3. 4. 2. 4.
 0. 1. 2. 4.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.6940988049853216,0.81312633177106
Sequential,5,100,100,l-bfgs-b,True,3.3654210366171915,158.71867906626474,159.0995294807524,"[4. 4. 0. 3. 0. 3. 0. 2. 0. 0. 3. 1. 4. 1. 3. 0. 2. 0. 4. 1. 1. 3. 4. 3.
 0. 3. 4. 1. 4. 0. 2. 1. 3. 3. 2. 3. 0. 1. 2. 3. 0. 1. 4. 0. 0. 0. 0. 1.
 4. 0. 0. 3. 0. 4. 1. 4. 4. 4. 2. 0. 0. 1. 4. 1. 2. 1. 1. 2. 0. 4. 4. 3.
 4. 0. 0. 4. 2. 1. 2. 1. 1. 2. 0. 1. 1. 2. 0. 2. 3. 2. 2. 3. 0. 4. 0. 3.
 0. 4. 0. 2.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.545506748289246,0.029439419652778298
No Sequential,5,100,100,l-bfgs-b,True,3.3654210366171915,158.71867906626474,159.0995294807524,"[4. 4. 0. 3. 0. 3. 0. 2. 0. 0. 3. 1. 4. 1. 3. 0. 2. 0. 4. 1. 1. 3. 4. 3.
 0. 3. 4. 1. 4. 0. 2. 1. 3. 3. 2. 3. 0. 1. 2. 3. 0. 1. 4. 0. 0. 0. 0. 1.
 4. 0. 0. 3. 0. 4. 1. 4. 4. 4. 2. 0. 0. 1. 4. 1. 2. 1. 1. 2. 0. 4. 4. 3.
 4. 0. 0. 4. 2. 1. 2. 1. 1. 2. 0. 1. 1. 2. 0. 2. 3. 2. 2. 3. 0. 4. 0. 3.
 0. 4. 0. 2.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.545506748289246,0.029439419652778298
