model,J,q_capacity,# consumers,method,success,beta1,fun_obj optimo,fun_obj,secuencialidad de elecciones,X_1,std_error_beta1,p_value_beta1
Sequential,5,40,100,l-bfgs-b,True,3.0301558064966683,159.16352856364443,159.3777015337608,"[3. 4. 0. 3. 4. 2. 0. 4. 2. 0. 1. 4. 4. 2. 1. 4. 1. 0. 0. 4. 0. 2. 2. 1.
 0. 0. 4. 2. 3. 0. 0. 3. 3. 4. 0. 2. 1. 4. 0. 1. 0. 3. 2. 1. 4. 1. 0. 3.
 0. 2. 3. 1. 3. 0. 3. 0. 2. 3. 2. 1. 1. 0. 0. 2. 3. 0. 4. 0. 2. 3. 1. 2.
 4. 1. 1. 2. 0. 4. 1. 0. 0. 0. 0. 1. 3. 0. 1. 4. 2. 0. 4. 2. 3. 4. 4. 3.
 1. 4. 1. 3.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.5592634003849546,0.05197688268419087
No Sequential,5,40,100,l-bfgs-b,True,3.0301558064966683,159.16352856364443,159.3777015337608,"[3. 4. 0. 3. 4. 2. 0. 4. 2. 0. 1. 4. 4. 2. 1. 4. 1. 0. 0. 4. 0. 2. 2. 1.
 0. 0. 4. 2. 3. 0. 0. 3. 3. 4. 0. 2. 1. 4. 0. 1. 0. 3. 2. 1. 4. 1. 0. 3.
 0. 2. 3. 1. 3. 0. 3. 0. 2. 3. 2. 1. 1. 0. 0. 2. 3. 0. 4. 0. 2. 3. 1. 2.
 4. 1. 1. 2. 0. 4. 1. 0. 0. 0. 0. 1. 3. 0. 1. 4. 2. 0. 4. 2. 3. 4. 4. 3.
 1. 4. 1. 3.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.5592634003849546,0.05197688268419087
Sequential,5,40,100,l-bfgs-b,True,2.746585813089266,159.49764189262362,159.60900237715703,"[4. 1. 4. 1. 4. 3. 4. 1. 0. 2. 1. 4. 2. 2. 4. 0. 2. 0. 3. 2. 1. 1. 0. 3.
 0. 0. 1. 1. 3. 3. 1. 3. 2. 0. 3. 2. 0. 0. 1. 1. 0. 4. 0. 4. 2. 0. 0. 1.
 0. 1. 0. 0. 1. 1. 3. 2. 4. 0. 1. 4. 0. 0. 3. 1. 1. 3. 2. 0. 4. 0. 1. 4.
 1. 3. 4. 4. 3. 2. 2. 0. 3. 4. 2. 0. 4. 2. 4. 1. 0. 0. 0. 1. 2. 2. 0. 3.
 2. 1. 3. 4.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.5714992518432338,0.08050754764852996
No Sequential,5,40,100,l-bfgs-b,True,2.746585813089266,159.49764189262362,159.60900237715703,"[4. 1. 4. 1. 4. 3. 4. 1. 0. 2. 1. 4. 2. 2. 4. 0. 2. 0. 3. 2. 1. 1. 0. 3.
 0. 0. 1. 1. 3. 3. 1. 3. 2. 0. 3. 2. 0. 0. 1. 1. 0. 4. 0. 4. 2. 0. 0. 1.
 0. 1. 0. 0. 1. 1. 3. 2. 4. 0. 1. 4. 0. 0. 3. 1. 1. 3. 2. 0. 4. 0. 1. 4.
 1. 3. 4. 4. 3. 2. 2. 0. 3. 4. 2. 0. 4. 2. 4. 1. 0. 0. 0. 1. 2. 2. 0. 3.
 2. 1. 3. 4.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.5714992518432338,0.08050754764852996
Sequential,5,40,100,l-bfgs-b,True,3.552286853378245,158.44677659273833,158.9423165705461,"[0. 2. 3. 2. 0. 2. 4. 3. 3. 4. 3. 0. 2. 3. 0. 3. 3. 2. 1. 4. 3. 0. 0. 3.
 1. 0. 1. 3. 1. 3. 3. 0. 0. 0. 1. 0. 3. 0. 4. 3. 0. 3. 4. 0. 1. 0. 4. 4.
 0. 0. 1. 0. 2. 2. 1. 4. 1. 2. 1. 3. 2. 1. 1. 0. 3. 2. 3. 1. 0. 1. 2. 3.
 2. 0. 0. 4. 0. 0. 0. 3. 3. 0. 3. 3. 4. 0. 1. 2. 3. 2. 1. 1. 3. 0. 4. 4.
 3. 2. 1. 2.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.5381719951748487,0.020920225557288452
No Sequential,5,40,100,l-bfgs-b,True,3.552286853378245,158.44677659273833,158.9423165705461,"[0. 2. 3. 2. 0. 2. 4. 3. 3. 4. 3. 0. 2. 3. 0. 3. 3. 2. 1. 4. 3. 0. 0. 3.
 1. 0. 1. 3. 1. 3. 3. 0. 0. 0. 1. 0. 3. 0. 4. 3. 0. 3. 4. 0. 1. 0. 4. 4.
 0. 0. 1. 0. 2. 2. 1. 4. 1. 2. 1. 3. 2. 1. 1. 0. 3. 2. 3. 1. 0. 1. 2. 3.
 2. 0. 0. 4. 0. 0. 0. 3. 3. 0. 3. 3. 4. 0. 1. 2. 3. 2. 1. 1. 3. 0. 4. 4.
 3. 2. 1. 2.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.5381719951748487,0.020920225557288452
Sequential,5,40,100,l-bfgs-b,True,2.988262248220721,159.2154801324889,159.4122288154081,"[4. 1. 4. 0. 3. 2. 1. 0. 1. 0. 3. 2. 4. 0. 3. 4. 0. 1. 3. 4. 4. 4. 1. 3.
 2. 1. 4. 1. 2. 3. 3. 1. 2. 3. 3. 1. 1. 2. 0. 3. 1. 3. 1. 3. 0. 4. 3. 0.
 3. 3. 4. 0. 3. 0. 0. 0. 1. 2. 0. 1. 3. 4. 1. 2. 0. 2. 3. 0. 0. 1. 2. 1.
 2. 2. 0. 1. 3. 0. 3. 3. 2. 3. 0. 0. 2. 0. 3. 0. 1. 3. 1. 0. 3. 0. 0. 3.
 1. 0. 2. 2.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.5610363883542797,0.05558426492514279
No Sequential,5,40,100,l-bfgs-b,True,2.988262248220721,159.2154801324889,159.4122288154081,"[4. 1. 4. 0. 3. 2. 1. 0. 1. 0. 3. 2. 4. 0. 3. 4. 0. 1. 3. 4. 4. 4. 1. 3.
 2. 1. 4. 1. 2. 3. 3. 1. 2. 3. 3. 1. 1. 2. 0. 3. 1. 3. 1. 3. 0. 4. 3. 0.
 3. 3. 4. 0. 3. 0. 0. 0. 1. 2. 0. 1. 3. 4. 1. 2. 0. 2. 3. 0. 0. 1. 2. 1.
 2. 2. 0. 1. 3. 0. 3. 3. 2. 3. 0. 0. 2. 0. 3. 0. 1. 3. 1. 0. 3. 0. 0. 3.
 1. 0. 2. 2.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.5610363883542797,0.05558426492514279
Sequential,5,40,100,l-bfgs-b,True,4.484380528275151,156.82657756612306,158.1365942684817,"[1. 1. 2. 3. 0. 2. 0. 2. 1. 4. 1. 4. 0. 0. 0. 1. 3. 1. 3. 3. 4. 1. 2. 1.
 1. 4. 4. 1. 3. 0. 0. 2. 1. 0. 4. 1. 3. 3. 0. 0. 0. 3. 0. 4. 0. 1. 0. 0.
 3. 4. 3. 1. 1. 0. 0. 4. 1. 3. 1. 4. 0. 0. 4. 4. 2. 3. 1. 2. 0. 4. 3. 3.
 0. 4. 3. 0. 0. 3. 1. 0. 1. 0. 0. 0. 1. 4. 1. 0. 1. 4. 1. 1. 0. 4. 0. 4.
 1. 4. 3. 3.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.5051237739452725,0.002888042415639891
No Sequential,5,40,100,l-bfgs-b,True,4.484380528275151,156.82657756612306,158.1365942684817,"[1. 1. 2. 3. 0. 2. 0. 2. 1. 4. 1. 4. 0. 0. 0. 1. 3. 1. 3. 3. 4. 1. 2. 1.
 1. 4. 4. 1. 3. 0. 0. 2. 1. 0. 4. 1. 3. 3. 0. 0. 0. 3. 0. 4. 0. 1. 0. 0.
 3. 4. 3. 1. 1. 0. 0. 4. 1. 3. 1. 4. 0. 0. 4. 4. 2. 3. 1. 2. 0. 4. 3. 3.
 0. 4. 3. 0. 0. 3. 1. 0. 1. 0. 0. 0. 1. 4. 1. 0. 1. 4. 1. 1. 0. 4. 0. 4.
 1. 4. 3. 3.]",[0.92477719 0.79703799 0.76095214 0.80125474 0.77651572],1.5051237739452725,0.002888042415639891
