model,J,q_capacity,# consumers,method,success,beta1,fun_obj optimo,fun_obj,secuencialidad de elecciones,X_1,std_error_beta1,p_value_beta1
Sequential,5,40,100,l-bfgs-b,True,2.054432922692033,145.17371859720583,145.1846215717797,"[0. 3. 3. 2. 1. 0. 3. 0. 0. 1. 4. 1. 0. 2. 3. 1. 3. 3. 3. 0. 4. 3. 0. 0.
 0. 0. 0. 2. 0. 2. 0. 4. 0. 0. 0. 4. 0. 4. 3. 4. 0. 1. 0. 3. 4. 4. 0. 1.
 0. 0. 1. 4. 2. 2. 4. 0. 1. 0. 3. 0. 3. 0. 3. 4. 0. 4. 3. 0. 0. 0. 4. 3.
 1. 3. 2. 0. 1. 3. 0. 0. 4. 3. 4. 1. 0. 0. 0. 3. 3. 0. 3. 0. 0. 0. 3. 1.
 3. 1. 3. 1.]",[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287],0.368391784257311,2.4503820528209985e-08
No Sequential,5,40,100,l-bfgs-b,True,1.8656695917528239,148.52347928206342,148.59344526582296,"[0. 3. 3. 2. 1. 0. 3. 0. 0. 1. 4. 1. 0. 2. 3. 1. 3. 3. 3. 0. 4. 3. 0. 0.
 0. 0. 0. 2. 0. 2. 0. 4. 0. 0. 0. 4. 0. 4. 3. 4. 0. 1. 0. 3. 4. 4. 0. 1.
 0. 0. 1. 4. 2. 2. 4. 0. 1. 0. 3. 0. 3. 0. 3. 4. 0. 4. 3. 0. 0. 0. 4. 3.
 1. 3. 2. 0. 1. 3. 0. 0. 4. 3. 4. 1. 0. 0. 0. 3. 3. 0. 3. 0. 0. 0. 3. 1.
 3. 1. 3. 1.]",[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287],0.3596345795932809,2.129285663343694e-07
Sequential,5,40,100,l-bfgs-b,True,1.5687084706812744,152.41920869557688,153.1290371857497,"[3. 0. 0. 1. 3. 3. 0. 0. 3. 4. 0. 1. 0. 0. 0. 1. 4. 2. 0. 0. 0. 0. 0. 0.
 3. 1. 3. 2. 1. 3. 3. 3. 0. 0. 4. 3. 0. 3. 0. 0. 0. 3. 4. 2. 2. 0. 1. 2.
 1. 4. 3. 2. 1. 3. 3. 2. 2. 0. 0. 0. 0. 2. 2. 0. 3. 3. 3. 4. 0. 0. 3. 0.
 1. 0. 1. 3. 0. 4. 1. 4. 1. 1. 3. 0. 3. 3. 2. 0. 0. 0. 3. 2. 3. 0. 3. 1.
 1. 3. 3. 2.]",[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287],0.3645049616222147,1.6799307703152522e-05
No Sequential,5,40,100,l-bfgs-b,True,1.5687084706812744,152.41920869557688,153.1290371857497,"[3. 0. 0. 1. 3. 3. 0. 0. 3. 4. 0. 1. 0. 0. 0. 1. 4. 2. 0. 0. 0. 0. 0. 0.
 3. 1. 3. 2. 1. 3. 3. 3. 0. 0. 4. 3. 0. 3. 0. 0. 0. 3. 4. 2. 2. 0. 1. 2.
 1. 4. 3. 2. 1. 3. 3. 2. 2. 0. 0. 0. 0. 2. 2. 0. 3. 3. 3. 4. 0. 0. 3. 0.
 1. 0. 1. 3. 0. 4. 1. 4. 1. 1. 3. 0. 3. 3. 2. 0. 0. 0. 3. 2. 3. 0. 3. 1.
 1. 3. 3. 2.]",[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287],0.3645049616222147,1.6799307703152522e-05
Sequential,5,40,100,l-bfgs-b,True,1.7978499486508632,148.90584252070835,149.05630572640013,"[0. 2. 4. 4. 0. 4. 3. 4. 1. 3. 3. 3. 0. 3. 0. 2. 0. 0. 0. 3. 0. 0. 0. 0.
 0. 1. 1. 0. 2. 4. 0. 0. 0. 0. 0. 2. 4. 0. 0. 2. 0. 0. 2. 3. 3. 2. 1. 2.
 0. 4. 0. 2. 4. 2. 3. 0. 0. 2. 1. 4. 0. 0. 0. 0. 0. 4. 4. 0. 4. 1. 1. 1.
 2. 0. 4. 3. 3. 1. 3. 4. 2. 3. 0. 0. 0. 3. 0. 0. 2. 0. 1. 4. 1. 4. 0. 2.
 4. 1. 4. 4.]",[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287],0.36939843901532327,1.1332404170616428e-06
No Sequential,5,40,100,l-bfgs-b,True,1.6501929816593672,151.4277179725917,151.89699213810277,"[0. 2. 4. 4. 0. 4. 3. 4. 1. 3. 3. 3. 0. 3. 0. 2. 0. 0. 0. 3. 0. 0. 0. 0.
 0. 1. 1. 0. 2. 4. 0. 0. 0. 0. 0. 2. 4. 0. 0. 2. 0. 0. 2. 3. 3. 2. 1. 2.
 0. 4. 0. 2. 4. 2. 3. 0. 0. 2. 1. 4. 0. 0. 0. 0. 0. 4. 4. 0. 4. 1. 1. 1.
 2. 0. 4. 3. 3. 1. 3. 4. 2. 3. 0. 0. 0. 3. 0. 0. 2. 0. 1. 4. 1. 4. 0. 2.
 4. 1. 4. 4.]",[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287],0.3629358738290698,5.447045541950857e-06
Sequential,5,40,100,l-bfgs-b,True,2.030057376801365,145.21042691973105,145.2136147780729,"[0. 0. 0. 0. 4. 0. 4. 2. 0. 4. 0. 0. 1. 4. 0. 1. 0. 3. 1. 1. 4. 0. 0. 0.
 0. 3. 0. 1. 3. 0. 0. 4. 0. 0. 0. 0. 3. 0. 0. 2. 1. 4. 0. 2. 2. 3. 0. 0.
 0. 4. 3. 0. 2. 4. 2. 0. 4. 0. 0. 0. 3. 0. 1. 0. 4. 4. 0. 1. 3. 3. 4. 4.
 3. 4. 4. 4. 0. 4. 0. 4. 3. 1. 0. 1. 3. 1. 0. 2. 4. 0. 4. 4. 1. 3. 2. 4.
 4. 4. 1. 1.]",[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287],0.3762342142135825,6.824637632796282e-08
No Sequential,5,40,100,l-bfgs-b,True,1.7159703791091392,150.58447333615408,150.89498760147822,"[0. 0. 0. 0. 4. 0. 4. 2. 0. 4. 0. 0. 1. 4. 0. 1. 0. 3. 1. 1. 4. 0. 0. 0.
 0. 3. 0. 1. 3. 0. 0. 4. 0. 0. 0. 0. 3. 0. 0. 2. 1. 4. 0. 2. 2. 3. 0. 0.
 0. 4. 3. 0. 2. 4. 2. 0. 4. 0. 0. 0. 3. 0. 1. 0. 4. 4. 0. 1. 3. 3. 4. 4.
 3. 4. 4. 4. 0. 4. 0. 4. 3. 1. 0. 1. 3. 1. 0. 2. 4. 0. 4. 4. 1. 3. 2. 4.
 4. 4. 1. 1.]",[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287],0.361797720483673,2.1068036741844764e-06
Sequential,5,40,100,l-bfgs-b,True,2.1270682693225322,143.85057304373836,143.90832420862094,"[1. 0. 0. 0. 1. 1. 2. 3. 4. 3. 4. 0. 0. 3. 1. 2. 1. 1. 0. 0. 0. 0. 0. 1.
 0. 1. 0. 2. 0. 3. 1. 0. 0. 3. 4. 4. 1. 3. 3. 4. 0. 2. 0. 3. 0. 0. 4. 0.
 0. 0. 4. 0. 0. 0. 1. 1. 1. 3. 4. 3. 0. 4. 0. 0. 1. 2. 3. 0. 4. 0. 0. 0.
 1. 0. 4. 1. 3. 0. 0. 3. 1. 0. 0. 1. 1. 4. 0. 0. 2. 3. 0. 1. 4. 2. 3. 1.
 1. 4. 1. 2.]",[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287],0.37359012747960263,1.2439704821787245e-08
No Sequential,5,40,100,l-bfgs-b,True,1.8379544664907959,148.91987308626798,149.02155974968574,"[1. 0. 0. 0. 1. 1. 2. 3. 4. 3. 4. 0. 0. 3. 1. 2. 1. 1. 0. 0. 0. 0. 0. 1.
 0. 1. 0. 2. 0. 3. 1. 0. 0. 3. 4. 4. 1. 3. 3. 4. 0. 2. 0. 3. 0. 0. 4. 0.
 0. 0. 4. 0. 0. 0. 1. 1. 1. 3. 4. 3. 0. 4. 0. 0. 1. 2. 3. 0. 4. 0. 0. 0.
 1. 0. 4. 1. 3. 0. 0. 3. 1. 0. 0. 1. 1. 4. 0. 0. 2. 3. 0. 1. 4. 2. 3. 1.
 1. 4. 1. 2.]",[0.69910875 0.18815196 0.04380856 0.20501895 0.10606287],0.359990332440481,3.298055353262441e-07
